"peak_id","chr","start","end","width","replicate_count","gene","gene_id","annotation","distance_to_TSS","nearest_DMR_distance","has_overlapping_DMR","has_nearby_DMR_5kb","overlapping_DMR_logFC","overlapping_DMR_direction"
"TEAD1_peak_9350","chr7",70710040,70710660,621,3,"AUTS2","26053","Intron (ENST00000644939.1/26053, intron 6 of 18)",11473,19340,FALSE,FALSE,NA,NA
"TEAD1_peak_9351","chr7",70833574,70834065,492,3,"AUTS2","26053","Distal Intergenic",46653,3935,FALSE,TRUE,NA,NA
"TEAD1_peak_9352","chr7",71129031,71129212,182,2,"GALNT17","64409","Promoter (2-3kb)",-2932,16788,FALSE,FALSE,NA,NA
"TEAD1_peak_9353","chr7",71238110,71238440,331,2,"GALNT17","64409","Intron (ENST00000333538.10/64409, intron 1 of 10)",-45556,23060,FALSE,FALSE,NA,NA
"TEAD1_peak_9354","chr7",71238676,71239108,433,3,"GALNT17","64409","Intron (ENST00000333538.10/64409, intron 1 of 10)",-44888,22392,FALSE,FALSE,NA,NA
"TEAD1_peak_9355","chr7",71285571,71285793,223,2,"GALNT17","64409","Promoter (1-2kb)",1575,23570,FALSE,FALSE,NA,NA
"TEAD1_peak_9356","chr7",71303613,71303990,378,3,"GALNT17","64409","Promoter (2-3kb)",2871,33510,FALSE,FALSE,NA,NA
"TEAD1_peak_9357","chr7",71307934,71308704,771,3,"MIR3914-1","100500836","Promoter (<=1kb)",-164,28796,FALSE,FALSE,NA,NA
"TEAD1_peak_9358","chr7",71313468,71314017,550,3,"MIR3914-1","100500836","Intron (ENST00000333538.10/64409, intron 1 of 10)",-5698,23483,FALSE,FALSE,NA,NA
"TEAD1_peak_9359","chr7",71345776,71346129,354,3,"MIR3914-1","100500836","Intron (ENST00000333538.10/64409, intron 2 of 10)",-38006,7275,FALSE,FALSE,NA,NA
"TEAD1_peak_9360","chr7",71447897,71448169,273,2,"MIR3914-1","100500836","Intron (ENST00000333538.10/64409, intron 5 of 10)",-140127,3396,FALSE,TRUE,NA,NA
"TEAD1_peak_9361","chr7",71480863,71481187,325,2,"MIR3914-1","100500836","Intron (ENST00000333538.10/64409, intron 5 of 10)",-173093,22813,FALSE,FALSE,NA,NA
"TEAD1_peak_9362","chr7",71626321,71626647,327,3,"MIR3914-1","100500836","Intron (ENST00000333538.10/64409, intron 6 of 10)",-318551,2320,FALSE,TRUE,NA,NA
"TEAD1_peak_9363","chr7",71633581,71633769,189,2,"MIR3914-1","100500836","Intron (ENST00000333538.10/64409, intron 6 of 10)",-325811,9580,FALSE,FALSE,NA,NA
"TEAD1_peak_9364","chr7",72619960,72620123,164,3,"MIR4650-2","100616331","Intron (ENST00000612372.4/441250, intron 10 of 11)",-77780,81459,FALSE,FALSE,NA,NA
"TEAD1_peak_9365","chr7",73850904,73851349,446,2,"METTL27","155368","Distal Intergenic",-8388,10651,FALSE,FALSE,NA,NA
"TEAD1_peak_9366","chr7",73851353,73851862,510,3,"METTL27","155368","Distal Intergenic",-8837,10138,FALSE,FALSE,NA,NA
"TEAD1_peak_9367","chr7",74272692,74272864,173,2,"LOC107986742","107986742","Distal Intergenic",16443,1191,FALSE,TRUE,NA,NA
"TEAD1_peak_9368","chr7",74279611,74280068,458,3,"LOC107986742","107986742","Distal Intergenic",9239,8110,FALSE,FALSE,NA,NA
"TEAD1_peak_9369","chr7",74300910,74301076,167,3,"CLIP2","7461","Intron (ENST00000223398.11/7461, intron 1 of 16)",11435,2409,FALSE,TRUE,NA,NA
"TEAD1_peak_9370","chr7",74483510,74483838,329,2,"GTF2IRD1","9569","Intron (ENST00000265755.7/9569, intron 1 of 26)",-22154,2662,FALSE,TRUE,NA,NA
"TEAD1_peak_9371","chr7",74635769,74635841,73,2,"GTF2I","2969","Distal Intergenic",-14390,2268,FALSE,TRUE,NA,NA
"TEAD1_peak_9372","chr7",75054832,75055290,459,3,"RCC1L","81554","Intron (ENST00000614461.4/81554, intron 9 of 10)",9438,1710,FALSE,TRUE,NA,NA
"TEAD1_peak_9373","chr7",75565263,75565697,435,3,"HIP1","3092","Promoter (1-2kb)",-1878,11262,FALSE,FALSE,NA,NA
"TEAD1_peak_9374","chr7",76087434,76087757,324,3,"GTF2IP7","101927126","Exon (ENST00000515989.1/ENST00000515989.1, exon 1 of 1)",13651,16743,FALSE,FALSE,NA,NA
"TEAD1_peak_9375","chr7",76421203,76421373,171,2,"ZP3","7784","Intron (ENST00000336517.8/7784, intron 1 of 8)",-3577,23702,FALSE,FALSE,NA,NA
"TEAD1_peak_9376","chr7",77141990,77142190,201,3,"CCDC146","57639","Intron (ENST00000459742.1/57639, intron 1 of 2)",19375,91989,FALSE,FALSE,NA,NA
"TEAD1_peak_9377","chr7",77328629,77328893,265,3,"GSAP","54103","Promoter (<=1kb)",-144,14107,FALSE,FALSE,NA,NA
"TEAD1_peak_9378","chr7",77409368,77409596,229,2,"GSAP","54103","Intron (ENST00000257626.12/54103, intron 1 of 30)",-3263,9904,FALSE,FALSE,NA,NA
"TEAD1_peak_9379","chr7",77442727,77442929,203,2,"LOC101927243","101927243","Distal Intergenic",26054,18226,FALSE,FALSE,NA,NA
"TEAD1_peak_9380","chr7",77570443,77570658,216,3,"PTPN12","5782","Promoter (<=1kb)",-433,71342,FALSE,FALSE,NA,NA
"TEAD1_peak_9381","chr7",78099804,78100350,547,3,"MAGI2","9863","Intron (ENST00000354212.9/9863, intron 20 of 21)",-20831,4150,FALSE,TRUE,NA,NA
"TEAD1_peak_9382","chr7",78179338,78179633,296,3,"MAGI2","9863","Promoter (1-2kb)",-1271,20367,FALSE,FALSE,NA,NA
"TEAD1_peak_9383","chr7",78437246,78437417,172,3,"MAGI2","9863","Intron (ENST00000354212.9/9863, intron 6 of 21)",52374,17583,FALSE,FALSE,NA,NA
"TEAD1_peak_9384","chr7",78777928,78778037,110,2,"MAGI2","9863","Intron (ENST00000354212.9/9863, intron 2 of 21)",-6605,26463,FALSE,FALSE,NA,NA
"TEAD1_peak_9385","chr7",78853012,78853287,276,2,"MAGI2","9863","Intron (ENST00000354212.9/9863, intron 2 of 21)",-81689,48011,FALSE,FALSE,NA,NA
"TEAD1_peak_9386","chr7",78854621,78854845,225,3,"MAGI2","9863","Intron (ENST00000354212.9/9863, intron 2 of 21)",-83298,49620,FALSE,FALSE,NA,NA
"TEAD1_peak_9387","chr7",78970458,78970740,283,2,"MAGI2","9863","Intron (ENST00000354212.9/9863, intron 2 of 21)",38198,75260,FALSE,FALSE,NA,NA
"TEAD1_peak_9388","chr7",79050660,79050961,302,3,"MAGI2-AS2","100874021","Intron (ENST00000354212.9/9863, intron 1 of 21)",41672,4159,FALSE,TRUE,NA,NA
"TEAD1_peak_9389","chr7",80333173,80333396,224,3,"LOC107986743","107986743","Intron (ENST00000627003.2/101927269, intron 2 of 2)",-20717,398104,FALSE,FALSE,NA,NA
"TEAD1_peak_9390","chr7",80379035,80379319,285,2,"LOC101927269","101927269","Intron (ENST00000435819.5/948, intron 1 of 16)",-4566,352181,FALSE,FALSE,NA,NA
"TEAD1_peak_9391","chr7",80614946,80615142,197,3,"CD36","948","Intron (ENST00000435819.5/948, intron 4 of 16)",-8753,116358,FALSE,FALSE,NA,NA
"TEAD1_peak_9392","chr7",80722878,80723087,210,3,"CD36","948","Distal Intergenic",49502,8413,FALSE,FALSE,NA,NA
"TEAD1_peak_9393","chr7",80741208,80741386,179,3,"SEMA3C","10512","Distal Intergenic",56852,9207,FALSE,FALSE,NA,NA
"TEAD1_peak_9394","chr7",80781657,80781880,224,2,"SEMA3C","10512","Intron (ENST00000265361.8/10512, intron 12 of 17)",16358,49656,FALSE,FALSE,NA,NA
"TEAD1_peak_9395","chr7",80825578,80825939,362,3,"SEMA3C","10512","Intron (ENST00000265361.8/10512, intron 4 of 17)",-7169,93577,FALSE,FALSE,NA,NA
"TEAD1_peak_9396","chr7",80826761,80827240,480,3,"SEMA3C","10512","Intron (ENST00000265361.8/10512, intron 4 of 17)",-8352,93760,FALSE,FALSE,NA,NA
"TEAD1_peak_9397","chr7",80833986,80834164,179,2,"SEMA3C","10512","Intron (ENST00000265361.8/10512, intron 2 of 17)",-15577,86836,FALSE,FALSE,NA,NA
"TEAD1_peak_9398","chr7",80883339,80883750,412,3,"SEMA3C","10512","Intron (ENST00000265361.8/10512, intron 2 of 17)",34679,37250,FALSE,FALSE,NA,NA
"TEAD1_peak_9399","chr7",80919086,80919334,249,2,"SEMA3C","10512","Promoter (<=1kb)",0,1666,FALSE,TRUE,NA,NA
"TEAD1_peak_9400","chr7",80942324,80942760,437,3,"SEMA3C","10512","Distal Intergenic",-19965,20823,FALSE,FALSE,NA,NA
"TEAD1_peak_9401","chr7",81173857,81174325,469,2,"SEMA3C","10512","Distal Intergenic",-251498,66356,FALSE,FALSE,NA,NA
"TEAD1_peak_9402","chr7",81285317,81285656,340,3,"LOC105369146","105369146","Distal Intergenic",284726,17816,FALSE,FALSE,NA,NA
"TEAD1_peak_9403","chr7",83605101,83605267,167,2,"SEMA3E","9723","Intron (ENST00000643230.2/9723, intron 1 of 16)",7381,212233,FALSE,FALSE,NA,NA
"TEAD1_peak_9404","chr7",84025347,84025761,415,3,"SEMA3A","10371","Intron (ENST00000265362.9/10371, intron 6 of 16)",169028,37739,FALSE,FALSE,NA,NA
"TEAD1_peak_9405","chr7",84277524,84278182,659,3,"SEMA3A","10371","Intron (ENST00000448879.5/10371, intron 4 of 4)",-82079,15818,FALSE,FALSE,NA,NA
"TEAD1_peak_9406","chr7",84412240,84412806,567,3,"SEMA3A","10371","Intron (ENST00000448879.5/10371, intron 2 of 4)",-39949,7739,FALSE,FALSE,NA,NA
"TEAD1_peak_9407","chr7",84637815,84638213,399,2,"LINC03017","101927378","Distal Intergenic",88609,147287,FALSE,FALSE,NA,NA
"TEAD1_peak_9408","chr7",84648000,84648176,177,2,"LINC03017","101927378","Distal Intergenic",98794,137324,FALSE,FALSE,NA,NA
"TEAD1_peak_9409","chr7",84947285,84947642,358,3,"SEMA3D","223117","Distal Intergenic",94297,161284,FALSE,FALSE,NA,NA
"TEAD1_peak_9410","chr7",87480173,87480633,461,2,"ABCB4","5244","Promoter (<=1kb)",0,77172,FALSE,FALSE,NA,NA
"TEAD1_peak_9411","chr7",88184803,88185118,316,3,"ADAM22","53616","Promoter (2-3kb)",2798,325302,FALSE,FALSE,NA,NA
"TEAD1_peak_9412","chr7",91228696,91228848,153,2,"FZD1","8321","Distal Intergenic",-35585,71695,FALSE,FALSE,NA,NA
"TEAD1_peak_9413","chr7",91519521,91520077,557,3,"LINC02932","105375392","Intron (ENST00000456952.1/ENST00000456952.1, intron 1 of 1)",63799,65923,FALSE,FALSE,NA,NA
"TEAD1_peak_9414","chr7",91835537,91836065,529,3,"MTERF1","7978","Intron (ENST00000454222.5/7978, intron 2 of 4)",44374,37935,FALSE,FALSE,NA,NA
"TEAD1_peak_9415","chr7",91846353,91846533,181,2,"MTERF1","7978","Intron (ENST00000454222.5/7978, intron 2 of 4)",33906,27467,FALSE,FALSE,NA,NA
"TEAD1_peak_9416","chr7",92025329,92026336,1008,3,"AKAP9","10142","Intron (ENST00000680072.1/10142, intron 14 of 48)",-14368,71164,FALSE,FALSE,NA,NA
"TEAD1_peak_9417","chr7",92621299,92621560,262,2,"CDK6","1021","Intron (ENST00000265734.8/1021, intron 6 of 7)",-3022,79940,FALSE,FALSE,NA,NA
"TEAD1_peak_9418","chr7",92633057,92633588,532,3,"LOC112268009","112268009","Intron (ENST00000265734.8/1021, intron 5 of 7)",8728,67912,FALSE,FALSE,NA,NA
"TEAD1_peak_9419","chr7",92698241,92698736,496,3,"CDK6","1021","Intron (ENST00000265734.8/1021, intron 4 of 7)",26974,2764,FALSE,TRUE,NA,NA
"TEAD1_peak_9420","chr7",92740757,92741056,300,2,"CDK6","1021","Intron (ENST00000265734.8/1021, intron 3 of 7)",-15047,15944,FALSE,FALSE,NA,NA
"TEAD1_peak_9421","chr7",92752379,92752726,348,2,"CDK6","1021","Intron (ENST00000265734.8/1021, intron 3 of 7)",-26669,4274,FALSE,TRUE,NA,NA
"TEAD1_peak_9422","chr7",94183359,94183803,445,3,"LOC130890646","130890646","Distal Intergenic",122218,134697,FALSE,FALSE,NA,NA
"TEAD1_peak_9423","chr7",94344981,94345042,62,2,"LOC107986821","107986821","Intron (ENST00000649265.1/107986821, intron 3 of 3)",33843,25980,FALSE,FALSE,NA,NA
"TEAD1_peak_9424","chr7",94440486,94440909,424,3,"COL1A2","1278","Distal Intergenic",13174,121485,FALSE,FALSE,NA,NA
"TEAD1_peak_9425","chr7",94445882,94446122,241,3,"COL1A2","1278","Distal Intergenic",18570,126881,FALSE,FALSE,NA,NA
"TEAD1_peak_9426","chr7",94650155,94650328,174,2,"SGCE","8910","Intron (ENST00000647351.1/8910, intron 1 of 12)",-5540,13172,FALSE,FALSE,NA,NA
"TEAD1_peak_9427","chr7",94697466,94697768,303,3,"SGCE","8910","Distal Intergenic",-40894,8732,FALSE,FALSE,NA,NA
"TEAD1_peak_9428","chr7",94701589,94702060,472,3,"SGCE","8910","Distal Intergenic",-45017,4440,FALSE,TRUE,NA,NA
"TEAD1_peak_9429","chr7",94808758,94808869,112,2,"PPP1R9A","55607","Distal Intergenic",-98333,72257,FALSE,FALSE,NA,NA
"TEAD1_peak_9430","chr7",94810471,94810889,419,3,"PPP1R9A","55607","Distal Intergenic",-96313,73970,FALSE,FALSE,NA,NA
"TEAD1_peak_9431","chr7",94811686,94812125,440,3,"PPP1R9A","55607","Distal Intergenic",-95077,75185,FALSE,FALSE,NA,NA
"TEAD1_peak_9432","chr7",94874231,94874691,461,3,"PPP1R9A","55607","Distal Intergenic",-32511,95309,FALSE,FALSE,NA,NA
"TEAD1_peak_9433","chr7",94972271,94972762,492,2,"PPP1R9A","55607","Intron (ENST00000433360.6/55607, intron 2 of 19)",62188,1770,FALSE,TRUE,NA,NA
"TEAD1_peak_9434","chr7",95011660,95011883,224,2,"PPP1R9A","55607","Intron (ENST00000433360.6/55607, intron 2 of 19)",101577,21117,FALSE,FALSE,NA,NA
"TEAD1_peak_9435","chr7",95335048,95335498,451,3,"PON1","5444","Distal Intergenic",-10516,82002,FALSE,FALSE,NA,NA
"TEAD1_peak_9436","chr7",96303980,96304320,341,3,"SLC25A13","10165","Intron (ENST00000265631.10/10165, intron 1 of 17)",5364,1680,FALSE,TRUE,NA,NA
"TEAD1_peak_9437","chr7",96592168,96592452,285,2,"SEM1","7979","Intron (ENST00000466986.5/7979, intron 2 of 3)",53480,113048,FALSE,FALSE,NA,NA
"TEAD1_peak_9438","chr7",96819315,96819668,354,2,"SEM1","7979","Distal Intergenic",-109435,21332,FALSE,FALSE,NA,NA
"TEAD1_peak_9439","chr7",96831949,96832421,473,3,"SEM1","7979","Distal Intergenic",-122069,8579,FALSE,FALSE,NA,NA
"TEAD1_peak_9440","chr7",96962303,96962536,234,2,"DLX6-AS1","285987","Exon (ENST00000430027.3/285987, exon 3 of 3)",41018,29964,FALSE,FALSE,NA,NA
"TEAD1_peak_9441","chr7",97027591,97027793,203,3,"DLX5","1749","Promoter (2-3kb)",-2641,9090,FALSE,FALSE,NA,NA
"TEAD1_peak_9442","chr7",98265819,98266155,337,3,"BRI3","25798","Intron (ENST00000456357.6/25798, intron 1 of 2)",13440,2818,FALSE,TRUE,NA,NA
"TEAD1_peak_9443","chr7",98807362,98807733,372,2,"TMEM130","222865","Distal Intergenic",59213,21361,FALSE,FALSE,NA,NA
"TEAD1_peak_9444","chr7",98854112,98854393,282,2,"TMEM130","222865","Intron (ENST00000416379.6/222865, intron 5 of 7)",12553,6611,FALSE,FALSE,NA,NA
"TEAD1_peak_9445","chr7",98865577,98865820,244,3,"TMEM130","222865","Promoter (1-2kb)",1126,180,FALSE,TRUE,NA,NA
"TEAD1_peak_9446","chr7",99200930,99201358,429,3,"KPNA7","402569","Intron (ENST00000327442.7/402569, intron 3 of 10)",6757,5929,FALSE,FALSE,NA,NA
"TEAD1_peak_9447","chr7",99563594,99563966,373,3,"ZNF655","79027","3' UTR",4732,12093,FALSE,FALSE,NA,NA
"TEAD1_peak_9448","chr7",100035098,100035609,512,3,"ZKSCAN1","7586","3' UTR",11690,8891,FALSE,FALSE,NA,NA
"TEAD1_peak_9449","chr7",100087180,100087516,337,3,"COPS6","10980","Promoter (1-2kb)",-1453,3984,FALSE,TRUE,NA,NA
"TEAD1_peak_9450","chr7",100725800,100726015,216,3,"EPO","2056","Distal Intergenic",5332,1985,FALSE,TRUE,NA,NA
"TEAD1_peak_9451","chr7",100983573,100983768,196,3,"MUC12","10071","Intron (ENST00000536621.6/10071, intron 1 of 11)",13950,5572,FALSE,FALSE,NA,NA
"TEAD1_peak_9452","chr7",101094079,101094241,163,2,"TRIM56","81844","3' UTR",7294,11759,FALSE,FALSE,NA,NA
"TEAD1_peak_9453","chr7",101117449,101117652,204,2,"SERPINE1","5054","Distal Intergenic",-9452,1848,FALSE,TRUE,NA,NA
"TEAD1_peak_9454","chr7",101118408,101118587,180,3,"SERPINE1","5054","Distal Intergenic",-8517,913,FALSE,TRUE,NA,NA
"TEAD1_peak_9455","chr7",101121928,101122191,264,2,"SERPINE1","5054","Distal Intergenic",-4913,1927,FALSE,TRUE,NA,NA
"TEAD1_peak_9456","chr7",101185365,101185628,264,3,"NAT16","375607","Distal Intergenic",-5072,12872,FALSE,FALSE,NA,NA
"TEAD1_peak_9457","chr7",101374027,101374295,269,2,"COL26A1","136227","Intron (ENST00000313669.12/136227, intron 1 of 12)",11150,40026,FALSE,FALSE,NA,NA
"TEAD1_peak_9458","chr7",101402123,101402323,201,2,"COL26A1","136227","Intron (ENST00000313669.12/136227, intron 1 of 12)",39246,68122,FALSE,FALSE,NA,NA
"TEAD1_peak_9459","chr7",102106731,102106968,238,2,"CUX1","1523","Promoter (2-3kb)",2294,4230,FALSE,TRUE,NA,NA
"TEAD1_peak_9460","chr7",102117794,102118111,318,3,"CUX1","1523","Intron (ENST00000437600.9/1523, intron 8 of 22)",13357,15293,FALSE,FALSE,NA,NA
"TEAD1_peak_9461","chr7",102119376,102119538,163,2,"CUX1","1523","Intron (ENST00000437600.9/1523, intron 8 of 22)",14939,16875,FALSE,FALSE,NA,NA
"TEAD1_peak_9462","chr7",102875858,102876035,178,2,"LRRC17","10234","Intron (ENST00000440067.4/222235, intron 17 of 20)",-36965,44965,FALSE,FALSE,NA,NA
"TEAD1_peak_9463","chr7",103113243,103113697,455,3,"NAPEPLD","222236","Promoter (1-2kb)",1643,303,FALSE,TRUE,NA,NA
"TEAD1_peak_9464","chr7",103407006,103407386,381,3,"SLC26A5","375611","Intron (ENST00000339444.10/375611, intron 8 of 19)",14136,63505,FALSE,FALSE,NA,NA
"TEAD1_peak_9465","chr7",104900408,104900894,487,3,"LHFPL3-AS2","723809","Intron (ENST00000401970.3/375612, intron 3 of 3)",25736,1606,FALSE,TRUE,NA,NA
"TEAD1_peak_9466","chr7",104984026,104984197,172,2,"LINC01004","100216546","Promoter (<=1kb)",-132,81025,FALSE,FALSE,NA,NA
"TEAD1_peak_9467","chr7",105012628,105013052,425,2,"KMT2E-AS1","100216545","Promoter (<=1kb)",16,109627,FALSE,FALSE,NA,NA
"TEAD1_peak_9468","chr7",105439295,105439814,520,3,"PUS7","54517","3' UTR",32374,186,FALSE,TRUE,NA,NA
"TEAD1_peak_9469","chr7",105775954,105776357,404,3,"ATXN7L1","222255","Intron (ENST00000419735.8/222255, intron 3 of 11)",-84317,77643,FALSE,FALSE,NA,NA
"TEAD1_peak_9470","chr7",105830566,105830756,191,3,"ATXN7L1","222255","Intron (ENST00000419735.8/222255, intron 2 of 11)",45721,23244,FALSE,FALSE,NA,NA
"TEAD1_peak_9471","chr7",106239441,106239639,199,2,"NAMPT","10135","Distal Intergenic",15237,40861,FALSE,FALSE,NA,NA
"TEAD1_peak_9472","chr7",106313462,106313587,126,2,"NAMPT","10135","Distal Intergenic",-27496,32461,FALSE,FALSE,NA,NA
"TEAD1_peak_9473","chr7",106611067,106611527,461,3,"CTB-30L5.1","102724339","Intron (ENST00000490856.5/ENST00000490856.5, intron 1 of 4)",-12159,32973,FALSE,FALSE,NA,NA
"TEAD1_peak_9474","chr7",106718111,106718745,635,3,"LINC02577","111216280","Intron (ENST00000490856.5/ENST00000490856.5, intron 1 of 4)",-56210,73110,FALSE,FALSE,NA,NA
"TEAD1_peak_9475","chr7",106823863,106824611,749,3,"LINC02577","111216280","Promoter (<=1kb)",-272,43889,FALSE,FALSE,NA,NA
"TEAD1_peak_9476","chr7",106848955,106849366,412,3,"PIK3CG","5294","Distal Intergenic",-15912,19134,FALSE,FALSE,NA,NA
"TEAD1_peak_9477","chr7",107355475,107355911,437,2,"COG5","10466","Intron (ENST00000297135.9/10466, intron 10 of 21)",-96855,22089,FALSE,FALSE,NA,NA
"TEAD1_peak_9478","chr7",107595161,107595659,499,3,"BCAP29","55973","Promoter (<=1kb)",-174,25660,FALSE,FALSE,NA,NA
"TEAD1_peak_9479","chr7",107939687,107939863,177,2,"LAMB1","3912","Promoter (<=1kb)",701,12137,FALSE,FALSE,NA,NA
"TEAD1_peak_9480","chr7",107946603,107947593,991,3,"LAMB1","3912","Intron (ENST00000393561.6/3912, intron 23 of 32)",-4801,4407,FALSE,TRUE,NA,NA
"TEAD1_peak_9481","chr7",108000061,108000344,284,2,"LAMB1","3912","Promoter (1-2kb)",1592,1156,FALSE,TRUE,NA,NA
"TEAD1_peak_9482","chr7",108246201,108246503,303,3,"NRCAM","4897","Promoter (2-3kb)",-2961,41200,FALSE,FALSE,NA,NA
"TEAD1_peak_9483","chr7",108309038,108309367,330,2,"NRCAM","4897","Intron (ENST00000413765.6/4897, intron 3 of 30)",3928,30133,FALSE,FALSE,NA,NA
"TEAD1_peak_9484","chr7",111393066,111393430,365,3,"IMMP2L","83943","Promoter (<=1kb)",-151,81570,FALSE,FALSE,NA,NA
"TEAD1_peak_9485","chr7",111931102,111931401,300,3,"DOCK4","9732","Intron (ENST00000428084.6/9732, intron 12 of 52)",-53974,7101,FALSE,FALSE,NA,NA
"TEAD1_peak_9486","chr7",111931932,111932477,546,3,"DOCK4","9732","Intron (ENST00000428084.6/9732, intron 12 of 52)",-54804,7931,FALSE,FALSE,NA,NA
"TEAD1_peak_9487","chr7",111958974,111959210,237,3,"DOCK4","9732","Intron (ENST00000428084.6/9732, intron 8 of 52)",34963,34973,FALSE,FALSE,NA,NA
"TEAD1_peak_9488","chr7",112067820,112068174,355,3,"DOCK4","9732","Intron (ENST00000428084.6/9732, intron 1 of 52)",-63689,143819,FALSE,FALSE,NA,NA
"TEAD1_peak_9489","chr7",113087588,113087816,229,2,"GPR85","54329","Promoter (<=1kb)",0,614587,FALSE,FALSE,NA,NA
"TEAD1_peak_9490","chr7",115097318,115097630,313,3,"LINC01393","102724386","Intron (ENST00000660905.1/102724386, intron 2 of 4)",18299,4317,FALSE,TRUE,NA,NA
"TEAD1_peak_9491","chr7",116172461,116172752,292,3,"TFEC","22797","Distal Intergenic",-12565,23460,FALSE,FALSE,NA,NA
"TEAD1_peak_9492","chr7",116316980,116317547,568,3,"LOC124901730","124901730","Intron (ENST00000490906.5/105375463, intron 3 of 5)",10349,26953,FALSE,FALSE,NA,NA
"TEAD1_peak_9493","chr7",116399862,116400118,257,3,"LOC107986838","107986838","Intron (ENST00000477018.5/105375463, intron 7 of 10)",65158,54861,FALSE,FALSE,NA,NA
"TEAD1_peak_9494","chr7",116443135,116443319,185,2,"LOC107986838","107986838","Intron (ENST00000477018.5/105375463, intron 7 of 10)",21957,98134,FALSE,FALSE,NA,NA
"TEAD1_peak_9495","chr7",116522402,116522619,218,3,"CAV1","857","Promoter (2-3kb)",-2375,96381,FALSE,FALSE,NA,NA
"TEAD1_peak_9496","chr7",116524597,116524879,283,2,"CAV1","857","Promoter (<=1kb)",-115,94121,FALSE,FALSE,NA,NA
"TEAD1_peak_9497","chr7",116576977,116577202,226,3,"COMETT","100996266","Intron (ENST00000650435.1/100996266, intron 3 of 5)",-3233,41798,FALSE,FALSE,NA,NA
"TEAD1_peak_9498","chr7",116616607,116617000,394,3,"COMETT","100996266","Promoter (1-2kb)",-1787,2000,FALSE,TRUE,NA,NA
"TEAD1_peak_9499","chr7",116782431,116782684,254,2,"MET","4233","Intron (ENST00000318493.11/4233, intron 18 of 20)",12765,24816,FALSE,FALSE,NA,NA
"TEAD1_peak_9500","chr7",117259705,117260028,324,3,"CFTR","1080","Distal Intergenic",-27092,26704,FALSE,FALSE,NA,NA
"TEAD1_peak_9501","chr7",117267337,117267568,232,2,"CFTR","1080","Distal Intergenic",-19552,34336,FALSE,FALSE,NA,NA
"TEAD1_peak_9502","chr7",117283445,117283886,442,3,"CFTR","1080","Intron (ENST00000265441.8/7472, intron 4 of 4)",-3234,50444,FALSE,FALSE,NA,NA
"TEAD1_peak_9503","chr7",121084712,121085093,382,3,"CPED1","79974","Intron (ENST00000310396.10/79974, intron 5 of 22)",8134,507407,FALSE,FALSE,NA,NA
"TEAD1_peak_9504","chr7",121262239,121262556,318,2,"WNT16","51384","Intron (ENST00000310396.10/79974, intron 18 of 22)",-62811,329944,FALSE,FALSE,NA,NA
"TEAD1_peak_9505","chr7",121401920,121402215,296,2,"FAM3C","10447","Distal Intergenic",-5556,190285,FALSE,FALSE,NA,NA
"TEAD1_peak_9506","chr7",121480181,121480371,191,3,"LOC124901737","124901737","Intron (ENST00000688734.1/124901737, intron 2 of 2)",30823,112129,FALSE,FALSE,NA,NA
"TEAD1_peak_9507","chr7",121504675,121505015,341,3,"LOC124901737","124901737","Intron (ENST00000688734.1/124901737, intron 2 of 2)",6179,87485,FALSE,FALSE,NA,NA
"TEAD1_peak_9508","chr7",121530400,121530563,164,2,"LOC124901737","124901737","Distal Intergenic",-19206,61937,FALSE,FALSE,NA,NA
"TEAD1_peak_9509","chr7",121544812,121545069,258,3,"LOC124901737","124901737","Distal Intergenic",-33618,47431,FALSE,FALSE,NA,NA
"TEAD1_peak_9510","chr7",121604599,121605118,520,3,"LOC124901737","124901737","Distal Intergenic",-93405,3598,FALSE,TRUE,NA,NA
"TEAD1_peak_9511","chr7",121797601,121798036,436,3,"PTPRZ1","5803","Distal Intergenic",-75053,66464,FALSE,FALSE,NA,NA
"TEAD1_peak_9512","chr7",122678382,122678602,221,2,"RNF133","168433","Intron (ENST00000449022.7/93664, intron 2 of 29)",20515,398,FALSE,TRUE,NA,NA
"TEAD1_peak_9513","chr7",122975417,122975627,211,2,"TAS2R16","50833","Distal Intergenic",20073,96916,FALSE,FALSE,NA,NA
"TEAD1_peak_9514","chr7",123041241,123041410,170,3,"TAS2R16","50833","Distal Intergenic",-45541,162740,FALSE,FALSE,NA,NA
"TEAD1_peak_9515","chr7",123727118,123727289,172,2,"WASL","8976","Intron (ENST00000223023.5/8976, intron 1 of 10)",21714,170117,FALSE,FALSE,NA,NA
"TEAD1_peak_9516","chr7",124954841,124955075,235,3,"LOC101928283","101928283","Intron (ENST00000688691.1/401398, intron 2 of 4)",24845,9925,FALSE,FALSE,NA,NA
"TEAD1_peak_9517","chr7",124959811,124960007,197,2,"LOC101928283","101928283","Intron (ENST00000688691.1/401398, intron 2 of 4)",29815,4993,FALSE,TRUE,NA,NA
"TEAD1_peak_9518","chr7",126426596,126426887,292,3,"GRM8","2918","Distal Intergenic",20301,928613,FALSE,FALSE,NA,NA
"TEAD1_peak_9519","chr7",126574418,126574620,203,2,"LOC101928357","101928357","Intron (ENST00000358373.8/2918, intron 8 of 10)",40753,780880,FALSE,FALSE,NA,NA
"TEAD1_peak_9520","chr7",127317624,127317950,327,3,"ZNF800","168850","Distal Intergenic",55615,37550,FALSE,FALSE,NA,NA
