"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"TEAD1_Unique","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","55/2718","192/18986",0.286458333333333,2.00099261098847,5.69816236293459,1.88927031571409e-07,1.27546281857611e-05,9.79653669429779e-06,"4919/4921/4653/7042/57142/55704/10461/940/2066/3667/406929/5627/2261/5156/1950/2247/56034/9037/2241/1839/2651/780/5467/7162/1956/3092/9723/5294/9258/92140/6788/5747/3717/4915/10507/7046/118788/79899/55626/5795/3479/5025/2321/8660/2621/5587/10979/7337/7057/4734/4916/3480/6376/406991/558",55
"TEAD1_Unique","GO:0045926","negative regulation of growth","63/2718","232/18986",0.271551724137931,1.89686572276776,5.61807338445977,2.14660647793646e-07,1.43360998220036e-05,1.10112287017635e-05,"2023/54879/7042/11221/2786/57142/87178/9792/5270/23677/9686/7474/27086/604/2261/9353/51316/6696/79960/80014/55602/9037/23105/154/23286/6586/8614/3720/135644/221476/2697/3624/734/6788/6595/2203/5727/8829/153/5795/1410/65981/57609/4633/60485/80031/4088/583/999/9423/10743/9706/7473/9043/596/3172/6789/2778/55841/186/2719/2273/2258",63
"TEAD1_Unique","GO:0001704","formation of primary germ layer","42/2718","132/18986",0.318181818181818,2.22259013980868,5.76141353010748,2.33236833420443e-07,1.54109997061103e-05,1.18368345919535e-05,"1969/27245/1301/9095/79577/84913/57669/90/3685/8324/8320/29072/7474/3693/3673/9555/406937/1303/2697/3624/3912/60412/9314/286204/1289/4838/4317/7296/1284/4088/7473/3690/3675/3691/3909/4087/2139/6615/2114/3689/4771/4627",42
"TEAD1_Unique","GO:0150116","regulation of cell-substrate junction organization","27/2718","68/18986",0.397058823529412,2.77356836774445,5.98863335984531,2.40633080664471e-07,1.57323375158635e-05,1.20836467764142e-05,"23499/4653/9448/57669/23332/9922/23122/90102/22998/1946/5747/7094/25/8829/7414/5795/7070/23603/10979/342184/7057/4088/79834/1845/10982/1613/6385",27
"TEAD1_Unique","GO:0018108","peptidyl-tyrosine phosphorylation","57/2718","204/18986",0.279411764705882,1.9517703328572,5.58649319629108,2.86356021373332e-07,1.85266380078101e-05,1.42298847463151e-05,"5590/54206/2048/3570/4921/8995/27/50604/6868/238/2202/7039/90/10152/2066/2043/406929/3280/2261/5156/1950/5618/1946/2241/1839/654/4739/780/1956/948/857/3084/8767/5747/3717/10507/25/10006/8829/5795/4254/3479/2321/3356/58533/3480/79705/51704/146433/3690/79643/5621/3055/5770/64092/3689/3976",57
"TEAD1_Unique","GO:0021543","pallium development","55/2718","195/18986",0.282051282051282,1.97020810928096,5.56634608300207,3.29472476777495e-07,2.10964283841755e-05,1.62036816576843e-05,"84879/6513/1600/493/23380/238/57142/1746/471/55054/8320/6091/9353/306/79633/166614/6715/2890/1812/347733/81853/114327/5454/2737/1956/1021/3912/26047/2146/79648/4747/6867/83696/4915/9355/57178/25987/85458/9638/84623/2353/29954/3480/583/9289/4763/5914/1000/23236/22903/4771/9215/170302/7547/2258",55
"TEAD1_Unique","GO:0051057","positive regulation of small GTPase mediated signal transduction","26/2718","65/18986",0.4,2.79411331861663,5.92239610477974,3.37060598957816e-07,2.13620753074183e-05,1.64077189524901e-05,"1435/57142/9448/3685/9290/50650/6091/5291/1452/64759/26053/2056/5294/157285/137735/10507/221002/3845/4254/3479/5923/11214/9289/10982/7052/90167",26
"TEAD1_Unique","GO:0034765","regulation of monoatomic ion transmembrane transport","86/2718","354/18986",0.242937853107345,1.69698972740841,5.41079668914137,3.46147579765027e-07,2.17163900800059e-05,1.6679859983999e-05,"8514/2048/5142/845/481/493/10971/6546/170850/5581/805/27347/23704/9943/6336/7881/2257/1739/80333/57620/5311/287/7222/5144/9456/7416/2890/30820/1812/8737/1906/9474/5350/9465/7402/10142/2056/375611/5294/857/1080/5533/2669/117531/65268/5774/25/288/150/3784/6786/79026/1813/7070/84959/775/2904/5027/5025/5587/9472/11261/4734/2903/6376/11060/3690/81671/406991/10939/23327/596/5349/81/3783/5621/57158/3787/3755/4923/9992/3772/1756/2273/2258/1193",86
"TEAD1_Unique","GO:0050807","regulation of synapse organization","78/2718","312/18986",0.25,1.74632082413539,5.43309281775069,3.54806450720466e-07,2.20370286542481e-05,1.69261351017384e-05,"22883/2048/1600/23380/54583/57142/1496/85461/10152/8828/2043/55619/116987/1605/55799/7474/2049/55752/10611/2823/4131/9456/4208/1946/6678/4739/84062/10486/7162/8321/11178/4747/27067/7534/50807/5789/4915/10507/25/84628/94134/3799/58504/1793/22941/1813/2904/65981/347902/10154/9201/114798/84189/10160/26037/23768/7337/4734/8482/8128/1006/9423/4763/10882/26115/1000/5621/6616/79953/22839/23613/5770/7074/57026/57502/9758/154796/2239",78
"TEAD1_Unique","GO:0050878","regulation of body fluid levels","91/2718","381/18986",0.238845144356955,1.6684009973367,5.38700879974196,3.5915859377614e-07,2.20440794904725e-05,1.69315506869513e-05,"2048/3570/375033/1465/388931/2355/7498/5581/10461/2191/27347/80856/1385/2066/5270/8527/5627/57493/5291/1608/7466/5156/685/23173/308/4883/5618/3673/84830/1906/84062/5617/780/2030/9474/2697/2768/1956/948/5054/5294/857/1080/231/9162/4846/6469/2131/50808/3717/7094/2776/221037/5328/7414/953/150/3611/11234/966/5795/55107/1813/84959/6484/7450/928/6337/362/7103/9612/160851/3356/2621/3705/7057/5873/302/6338/170692/3690/4645/558/3783/3172/2778/4627/2192/139596/29071/8862",91
"TEAD1_Unique","GO:0032231","regulation of actin filament bundle assembly","36/2718","107/18986",0.336448598130841,2.35018877266819,5.72479359542358,3.62018371925326e-07,2.20440794904725e-05,1.69315506869513e-05,"55160/55616/3925/10163/4070/4653/55704/7840/6869/23332/23671/23122/406929/90102/22998/11346/55604/1490/7046/25/8829/23075/5962/5829/10979/51466/84952/7168/4088/6376/406991/85415/6385/4771/154796/90167",36
"TEAD1_Unique","GO:0002062","chondrocyte differentiation","38/2718","116/18986",0.327586206896552,2.2882824592119,5.68875307458677,3.76646072067154e-07,2.27121238214475e-05,1.74446601799524e-05,"1301/2355/2202/80856/5915/7048/5745/2261/658/4208/7045/8817/654/1490/85477/2737/64764/23516/4017/7227/2131/8840/4781/7046/85301/25987/7704/399979/81029/6660/50515/144347/4088/2734/4092/51320/55959/861",38
"TEAD1_Unique","GO:0050803","regulation of synapse structure or activity","79/2718","318/18986",0.248427672955975,1.73533767429806,5.40523308204052,3.94015631122255e-07,2.35310681240416e-05,1.80736724721261e-05,"22883/2048/1600/23380/54583/57142/1496/85461/10152/8828/2043/55619/116987/1605/55799/7474/2049/55752/10611/2823/4131/9456/4208/1946/6678/4739/84062/10486/7162/8321/11178/4747/27067/7534/55638/50807/5789/4915/10507/25/84628/94134/3799/58504/1793/22941/1813/2904/65981/347902/10154/9201/114798/84189/10160/26037/23768/7337/4734/8482/8128/1006/9423/4763/10882/26115/1000/5621/6616/79953/22839/23613/5770/7074/57026/57502/9758/154796/2239",79
"TEAD1_Unique","GO:0048568","embryonic organ development","105/2718","458/18986",0.229257641921397,1.60142957671805,5.32557119327687,4.01176581960926e-07,2.37305500053268e-05,1.82268899192673e-05,"1969/1889/2048/3399/57822/65979/3491/1301/6913/5087/7042/3142/54583/2034/2202/7849/51141/9394/90/1746/6670/2637/5915/8320/7048/29072/7474/26018/55773/55764/3280/1739/57545/3516/57728/5156/3576/5311/5308/4208/3340/6678/2299/347733/1906/5754/653/51362/2697/54806/25902/2737/1956/1749/91584/28996/6469/55112/137814/6788/79977/115908/5125/5727/2304/7046/85301/286204/5090/4838/3784/9645/7003/4297/10818/4254/50515/84678/51761/84189/4522/51676/161497/2200/8854/4088/9423/5914/2535/3211/9021/125488/4087/8932/80714/10653/2068/10848/2067/9935/6789/6615/613/3976/7547",105
"TEAD1_Unique","GO:0072073","kidney epithelium development","46/2718","153/18986",0.300653594771242,2.10015053360073,5.58471507688713,4.07731390712381e-07,2.37802169670052e-05,1.82650379707425e-05,"4070/5087/947/55083/7849/2043/5915/25937/3280/1739/8842/9353/5311/2247/10409/2297/4208/26249/2246/1906/7021/6492/54806/2737/9863/5420/6469/2131/5727/3611/282679/342184/4643/4091/4088/8826/5914/80000/4087/4092/596/171023/6385/3976/186/2719",46
"TEAD1_Unique","GO:0043542","endothelial cell migration","73/2718","287/18986",0.254355400696864,1.77674453187294,5.41967079583423,4.09673678227268e-07,2.37802169670052e-05,1.82650379707425e-05,"1969/1907/1647/6273/493/3964/10000/6868/84913/9839/1803/2191/8828/7474/27086/6091/11167/23129/5291/9982/9353/10563/306/1950/2247/9037/4208/2246/6678/406938/8817/84830/1906/23328/9734/5294/4846/4017/6781/5747/301/7046/9314/25/57608/8829/79812/2249/2113/51564/6667/5829/5025/90627/5587/7057/5607/1003/1012/407004/5176/4763/3690/406991/54828/147372/6237/3397/4627/29775/154796/186/574508",73
"TEAD1_Unique","GO:0034332","adherens junction organization","24/2718","58/18986",0.413793103448276,2.89046205374134,5.89376129839663,4.50717678223912e-07,2.59204398097103e-05,1.99088939348028e-05,"10152/2043/118/1016/1004/2241/654/5339/7414/144100/5962/83700/10979/8650/3801/1006/1009/1003/999/1012/1000/4092/1005/1002",24
"TEAD1_Unique","GO:0051492","regulation of stress fiber assembly","33/2718","95/18986",0.347368421052632,2.42646682932497,5.69716701062925,4.77725124384338e-07,2.72215664912947e-05,2.09082594274246e-05,"55160/55616/3925/10163/4070/4653/55704/7840/6869/23332/23671/23122/406929/90102/22998/11346/55604/1490/7046/25/8829/5829/10979/51466/84952/7168/4088/406991/85415/6385/4771/154796/90167",33
"TEAD1_Unique","GO:0007009","plasma membrane organization","50/2718","173/18986",0.289017341040462,2.0188680047808,5.5026880521318,4.97699590031734e-07,2.79520443675349e-05,2.14693226912639e-05,"7042/8560/6711/8436/23671/131375/406929/57088/287/81037/79628/29993/51429/857/286046/55909/1191/2515/50807/10397/5339/2934/1289/288/7417/26509/3611/79026/928/121601/5027/57194/302/123720/8826/79152/4905/81671/79643/81035/23136/57132/1785/343702/9935/9215/4627/85377/11252/367",50
"TEAD1_Unique","GO:0010927","cellular component assembly involved in morphogenesis","43/2718","140/18986",0.307142857142857,2.14547986965206,5.56038458835248,5.04045881365949e-07,2.79520443675349e-05,2.14693226912639e-05,"1465/375189/23332/2817/23122/1605/90102/9948/5156/287/7368/51778/1906/81833/5350/1124/346653/5339/5239/10529/84665/11155/27063/26011/8898/23187/928/1466/4633/5587/1073/7168/11214/4205/5376/3691/8736/23136/80206/5990/5819/2068/23315",43
"TEAD1_Unique","GO:0032989","cellular anatomical entity morphogenesis","43/2718","140/18986",0.307142857142857,2.14547986965206,5.56038458835248,5.04045881365949e-07,2.79520443675349e-05,2.14693226912639e-05,"1465/375189/23332/2817/23122/1605/90102/9948/5156/287/7368/51778/1906/81833/5350/1124/346653/5339/5239/10529/84665/11155/27063/26011/8898/23187/928/1466/4633/5587/1073/7168/11214/4205/5376/3691/8736/23136/80206/5990/5819/2068/23315",43
"TEAD1_Unique","GO:0007043","cell-cell junction assembly","47/2718","159/18986",0.29559748427673,2.06483216941795,5.51127534395414,5.30272357781076e-07,2.91462089750289e-05,2.23865330737199e-05,"1969/2048/3553/8502/10152/10015/1894/1739/9948/287/7368/1016/1004/2241/2697/6624/857/26047/3551/79977/7094/56288/7414/644672/83700/928/5318/51564/9971/5583/83660/1006/1009/1003/999/1012/4641/10052/23136/1000/4092/1005/6615/84612/1002/100288814/154796",47
"TEAD1_Unique","GO:0060562","epithelial tube morphogenesis","81/2718","331/18986",0.244712990936556,1.70938956803585,5.32186817779645,5.47916136452058e-07,2.98518168728397e-05,2.29284942788617e-05,"1969/57822/65979/4070/1435/5087/7042/55083/7849/90/2043/2637/7048/29072/1605/7474/27086/55764/23129/3280/1739/57545/9353/3516/5311/1950/2247/2297/4208/26249/2246/1906/780/653/2697/54806/25902/2737/9723/5420/6469/6788/79977/115908/2131/5727/3371/9355/25/8829/4838/79812/8945/3611/9645/4041/3845/84678/90627/4522/51676/342184/4088/80004/9423/5914/406991/80000/596/10653/7408/2909/6789/6385/1522/9620/23654/367/186/2719/7547",81
"TEAD1_Unique","GO:0060560","developmental growth involved in morphogenesis","63/2718","238/18986",0.264705882352941,1.8490455784963,5.38771923728065,5.71187645068521e-07,3.08490996827877e-05,2.36944842787235e-05,"5590/23499/1907/1435/55811/55083/50618/57142/57669/8828/7048/23122/7474/214/54437/5523/9353/22902/6696/9037/4131/1946/23105/2246/6586/51299/1906/780/5754/26053/91584/6469/55909/2131/10507/3371/9355/25/8829/7414/57609/6857/9201/114798/342184/440275/80031/8482/8826/8128/999/9798/9423/9706/7473/9043/23327/1785/1002/7074/1826/6285/2258",63
"TEAD1_Unique","GO:0007517","muscle organ development","88/2718","369/18986",0.238482384823848,1.66586701922943,5.27969437544254,5.9683006150807e-07,3.19561337243674e-05,2.45447716765388e-05,"5081/3399/2275/59269/1301/4000/467/7042/3142/54583/10472/56603/10791/905/129446/1385/5077/92737/1293/2817/8320/1605/2317/4638/57493/3516/51778/10409/79810/9456/4208/1839/406937/9750/9477/64208/2697/7402/221937/2115/9734/8321/8910/857/6469/55909/3084/5339/7046/445/6840/84159/27063/26287/1410/283149/3845/5318/3479/4633/688/1073/8110/2353/51676/6938/7168/4088/53339/1106/4205/29895/4763/55352/2535/124872/8736/4092/596/10362/57158/1827/3976/6525/9215/1756/2273/4534",88
"TEAD1_Unique","GO:0051893","regulation of focal adhesion assembly","25/2718","63/18986",0.396825396825397,2.77193781608793,5.75819942628259,6.75412130535411e-07,3.55507181589444e-05,2.73056893451069e-05,"23499/4653/9448/57669/23332/23122/90102/22998/1946/5747/7094/25/8829/7414/5795/7070/23603/10979/342184/7057/4088/79834/1845/1613/6385",25
"TEAD1_Unique","GO:0090109","regulation of cell-substrate junction assembly","25/2718","63/18986",0.396825396825397,2.77193781608793,5.75819942628259,6.75412130535411e-07,3.55507181589444e-05,2.73056893451069e-05,"23499/4653/9448/57669/23332/23122/90102/22998/1946/5747/7094/25/8829/7414/5795/7070/23603/10979/342184/7057/4088/79834/1845/1613/6385",25
"TEAD1_Unique","GO:0034446","substrate adhesion-dependent cell spreading","34/2718","101/18986",0.336633663366337,2.35148150576647,5.56641067647642,7.46211973280701e-07,3.89472484541717e-05,2.99144861822922e-05,"4070/4653/3915/23380/84168/10461/3685/8324/2049/1946/2241/81848/4739/55604/3912/80005/5747/23189/25/8829/1793/3611/56672/55742/5318/59277/23603/5829/10979/79834/3690/81/558/2192",34
"TEAD1_Unique","GO:0010634","positive regulation of epithelial cell migration","21/2718","48/18986",0.4375,3.05606144223694,5.82978577765711,7.73941585083137e-07,4.00579265412614e-05,3.0767572487691e-05,"7042/5581/57142/6869/9448/57669/23332/9922/7048/23122/3673/1839/80005/8754/5747/152007/54566/1793/8660/3675/10982",21
"TEAD1_Unique","GO:0035023","regulation of Rho protein signal transduction","30/2718","84/18986",0.357142857142857,2.49474403447913,5.61197254261326,7.96294048773378e-07,4.07301414132841e-05,3.12838852773947e-05,"3925/4653/27/55619/9290/50650/6091/57493/604/64283/1452/9750/157285/137735/23189/10507/19/25/8829/143872/90627/11214/9289/3675/406991/10928/4650/2909/613/4983",30
"TEAD1_Unique","GO:1904062","regulation of monoatomic cation transmembrane transport","78/2718","318/18986",0.245283018867925,1.7133713746234,5.24376580810433,8.00044638934255e-07,4.07301414132841e-05,3.12838852773947e-05,"8514/5142/845/481/493/6546/170850/5581/805/27347/23704/9943/7881/2257/1739/80333/57620/5311/287/7222/5144/9456/7416/30820/1812/1906/9474/5350/9465/7402/10142/2056/5294/857/5533/2669/117531/65268/5774/25/288/150/3784/6786/79026/1813/7070/84959/775/2904/5027/5025/5587/9472/11261/4734/2903/6376/11060/3690/81671/406991/10939/23327/596/5349/81/3783/5621/57158/3787/3755/4923/9992/1756/2273/2258/1193",78
"TEAD1_Unique","GO:0048863","stem cell differentiation","65/2718","251/18986",0.258964143426295,1.80893790547889,5.27336877512848,8.83005651937623e-07,4.45881959689803e-05,3.42471682890998e-05,"65979/9698/4070/7042/81606/10322/55818/90/8828/2066/7520/2637/8320/7048/29072/84541/54437/3280/202018/3516/5156/5308/166379/2247/2823/9037/4208/406938/1906/3720/3066/10512/9723/8321/1021/54517/2146/6469/3084/2131/23081/4300/10507/25/8829/442911/6660/4254/23603/9112/80031/399694/8854/8482/10509/1106/51755/6774/7473/124540/1000/596/2068/3976/7547",65
"TEAD1_Unique","GO:0001954","positive regulation of cell-matrix adhesion","23/2718","56/18986",0.410714285714286,2.868955639651,5.72506794120004,9.13804828519885e-07,4.57713047575565e-05,3.51558869512064e-05,"5590/1435/4653/9448/57669/1605/7402/948/1021/25/8829/5795/7070/10979/342184/4088/6376/1012/3690/8631/6370/6237/6385",23
"TEAD1_Unique","GO:1903522","regulation of blood circulation","68/2718","267/18986",0.254681647940075,1.77902346129149,5.2399578169497,9.58660758843793e-07,4.76339357854304e-05,3.65865310238322e-05,"1889/10269/1907/5142/845/476/55811/481/493/7042/6546/2034/805/6869/6508/23704/3269/7068/3680/6336/10242/1739/287/5144/1839/147/30820/1906/5350/2697/1956/10142/5294/857/6916/4846/6781/80005/25/29119/120/150/153/3784/143872/1813/775/3741/5318/27345/4633/5025/3356/7168/4205/2775/6720/10052/4635/406991/4092/5770/9992/1756/186/8862/2258/1193",68
"TEAD1_Unique","GO:0048640","negative regulation of developmental growth","34/2718","102/18986",0.333333333333333,2.32842776551386,5.4986234426446,9.66656936053729e-07,4.76500494430929e-05,3.65989075538471e-05,"11221/57142/9686/7474/27086/2261/51316/6696/80014/9037/23105/154/23286/8614/3720/221476/6788/5727/8829/153/57609/60485/80031/583/999/9423/10743/9706/7473/9043/6789/2778/55841/2258",34
"TEAD1_Unique","GO:0048738","cardiac muscle tissue development","65/2718","252/18986",0.257936507936508,1.80175958045715,5.23711506182278,1.0260153663748e-06,5.01778066185343e-05,3.85404197298846e-05,"10269/34/1301/4000/7042/54583/6546/4211/2274/90/129446/8324/1385/2066/9686/5915/27086/57493/3516/5156/10611/2247/8470/79810/4208/1906/3720/221476/5292/653/9474/5350/2697/23345/137814/3084/7373/5339/7046/25/10529/27063/26011/5318/10818/3479/4633/9472/60485/51676/8854/7168/11214/4205/5914/10052/80206/4092/8932/115701/10848/57158/861/9215/7547",65
"TEAD1_Unique","GO:1901888","regulation of cell junction assembly","68/2718","268/18986",0.253731343283582,1.77238531404786,5.20516652619623,1.10757628239291e-06,5.34497925473586e-05,4.10535569023768e-05,"22883/1969/2048/23499/4653/23380/57142/9448/3553/57669/23332/55619/23122/7474/90102/2049/22998/10611/9693/4131/4208/1946/7162/8321/857/26047/11178/3551/27067/5747/5789/7094/4915/10507/25/2889/84628/94134/8829/7414/1793/5795/7070/347902/23603/9201/114798/84189/10160/10979/5583/23768/342184/7057/4088/79834/8128/4641/9423/1845/1613/6616/79953/6385/6615/5770/57502/2239",68
"TEAD1_Unique","GO:0009612","response to mechanical stimulus","59/2718","222/18986",0.265765765765766,1.85644916439618,5.24660429134486,1.11717700939529e-06,5.34497925473586e-05,4.10535569023768e-05,"1185/6513/1647/1301/4921/6546/6869/3553/5270/1605/2596/5311/2247/6507/3673/4131/84059/3659/654/1906/9994/84918/2115/168507/1956/375611/26047/3786/5747/5339/117531/5727/3371/2934/27063/3784/8772/1813/23621/3741/5027/51761/3356/8796/84189/2353/7057/161497/3480/5493/114780/9020/3690/63895/1000/8932/1265/9215/1756",59
"TEAD1_Unique","GO:0035264","multicellular organism growth","46/2718","158/18986",0.291139240506329,2.03369007367666,5.33310015278021,1.11873660137766e-06,5.34497925473586e-05,4.10535569023768e-05,"23038/83931/84879/10269/1435/2355/57282/1385/5915/57493/25937/51316/154/8614/5454/5324/79977/2131/5339/5727/114789/84159/8879/153/6506/1813/51761/114798/84189/321/6338/79068/583/10743/5914/6774/10939/596/10365/2068/10848/2067/2778/1312/9215/367",46
"TEAD1_Unique","GO:0042327","positive regulation of phosphorylation","107/2718","479/18986",0.223382045929019,1.56038687417526,5.07750831915011,1.1672977872993e-06,5.53441721901979e-05,4.2508586356291e-05,"3491/3570/4921/8995/25778/50604/7042/6868/22924/805/55704/54465/7039/3553/90/8324/2066/7520/2043/152110/7474/6091/23043/1894/3280/2261/22998/1950/2247/57600/9693/5618/1946/1839/2246/154/8817/8737/654/4739/84830/1906/222658/5292/896/6885/7164/23328/51429/2887/1956/948/10142/2056/5294/857/2146/51422/3084/8754/8767/5747/3717/4915/10507/79109/25/10006/8829/150/5795/6188/1389/3845/4254/3479/2321/3356/115825/2621/10979/7057/2200/27020/4916/8826/79705/51704/6376/146433/146850/3690/406991/8877/57521/10928/5605/5621/6789/5770/1826/4282/3976/3985/29775/367/10178",107
"TEAD1_Unique","GO:0090287","regulation of cellular response to growth factor stimulus","89/2718","381/18986",0.233595800524934,1.63173284354908,5.09148011574645,1.31912816209987e-06,6.18897665587516e-05,4.75361069146018e-05,"63976/79639/3491/493/25778/6868/7498/4052/51232/200734/3553/9839/151556/2817/7474/6091/11167/5291/79674/3280/9982/9353/3516/65997/9508/10563/345193/2247/2297/9315/3565/23105/81848/2246/406937/406938/8817/7021/3066/6424/2887/8321/857/375616/28996/286204/25/57608/8829/64081/79812/3611/2249/25884/283149/6653/50515/26524/58533/7057/2200/4734/4091/4088/27020/9289/1003/2734/22905/3690/3675/9110/406991/64750/63893/753/494470/4087/4092/147372/55959/5770/55816/56937/1756/91851/186/8862/2719",89
"TEAD1_Unique","GO:0035329","hippo signaling","23/2718","57/18986",0.403508771929825,2.81862308456941,5.62055545039625,1.32528400455868e-06,6.18897665587516e-05,4.75361069146018e-05,"81788/9448/9686/8994/51421/25937/29970/79633/80014/23286/6788/7003/22941/154810/11113/26524/84962/60485/4140/6789/4771/55841/154796",23
"TEAD1_Unique","GO:0010811","positive regulation of cell-substrate adhesion","39/2718","126/18986",0.30952380952381,2.16211149654858,5.3496475576485,1.35447942659499e-06,6.27811322282201e-05,4.82207443937825e-05,"5590/3491/1435/4653/5212/5581/9448/57669/1605/25890/151887/4739/55604/7402/948/1021/136227/80005/3717/25/8829/9806/1793/3611/5795/7070/10979/342184/4088/6376/1012/3690/8631/3675/6370/6237/6789/6385/2192",39
"TEAD1_Unique","GO:0007596","blood coagulation","61/2718","234/18986",0.260683760683761,1.82094991918391,5.16492168848953,1.49240872928373e-06,6.86618564265276e-05,5.27375934589774e-05,"2048/3570/375033/1465/388931/10461/2191/80856/5270/8527/5627/5291/1608/5156/23173/308/3673/84830/1906/84062/2768/948/5054/5294/857/9162/4846/6469/50808/3717/7094/2776/221037/5328/7414/953/150/3611/11234/966/5795/84959/6484/7450/928/7103/160851/3356/2621/3705/7057/5873/302/170692/3690/558/3172/2778/4627/2192/29071",61
"TEAD1_Unique","GO:0008038","neuron recognition","20/2718","46/18986",0.434782608695652,3.03707969414851,5.65405323577459,1.59548938127936e-06,7.28645922582802e-05,5.59656182349695e-05,"2048/91624/57142/2043/27255/6091/2596/23129/2049/23022/9037/26047/7534/2131/8829/84665/54538/50863/2909/1826",20
"TEAD1_Unique","GO:0050772","positive regulation of axonogenesis","28/2718","78/18986",0.358974358974359,2.50753759363031,5.45325241789984,1.63299590003456e-06,7.40331206942676e-05,5.68631380634394e-05,"23499/55811/5362/22906/6091/23129/9353/22902/9037/4131/1946/26230/91584/4747/4915/10507/8829/10154/114798/8482/9798/9423/7473/5605/1002/7074/1826/23654",28
"TEAD1_Unique","GO:0070371","ERK1 and ERK2 cascade","77/2718","319/18986",0.241379310344828,1.68610286468245,5.05138250188376,1.81543085819188e-06,8.17075439147086e-05,6.27576861123236e-05,"5590/1969/2048/3491/6464/25778/467/11221/200734/3553/3685/2066/2043/9290/57007/152110/406929/1739/2261/5156/1950/2247/56034/9693/81848/2246/406937/8817/2651/1906/7162/1490/154043/10392/3624/2887/1956/948/2056/9258/3084/8767/7534/8000/152007/65268/25/8829/4838/6764/960/2249/1813/10818/5801/3479/3356/2621/10979/388121/8482/6376/1411/4763/1845/3690/406991/5605/728/6237/91662/5770/7074/4282/3976/2192/3358",77
"TEAD1_Unique","GO:0035107","appendage morphogenesis","44/2718","151/18986",0.291390728476821,2.03544678839622,5.22151333970804,1.84837222590955e-06,8.20017135366017e-05,6.29836310362564e-05,"54206/1889/4774/5087/5362/7042/56603/3899/51776/80856/5915/7474/55764/57728/80144/27152/7021/3066/2697/2768/2737/10512/1749/6469/79977/2131/8434/5125/5727/4041/2249/79659/7704/775/50515/342184/8854/730094/27077/7473/494470/9215/2719/7547",44
"TEAD1_Unique","GO:0035108","limb morphogenesis","44/2718","151/18986",0.291390728476821,2.03544678839622,5.22151333970804,1.84837222590955e-06,8.20017135366017e-05,6.29836310362564e-05,"54206/1889/4774/5087/5362/7042/56603/3899/51776/80856/5915/7474/55764/57728/80144/27152/7021/3066/2697/2768/2737/10512/1749/6469/79977/2131/8434/5125/5727/4041/2249/79659/7704/775/50515/342184/8854/730094/27077/7473/494470/9215/2719/7547",44
"TEAD1_Unique","GO:0051146","striated muscle cell differentiation","76/2718","314/18986",0.24203821656051,1.69070551126484,5.04458298939673,1.89331320464085e-06,8.33997752767682e-05,6.40574501189423e-05,"10269/34/6272/4000/1465/3756/64754/6546/4211/56603/2274/90/85461/8324/92737/9759/5915/27086/9948/5156/10611/51778/8470/9456/4208/1794/1906/9750/221476/64208/9474/23345/9734/2146/6469/55909/137814/80005/3084/7373/5339/5239/10529/84665/11155/27063/8038/1793/10938/928/3845/10818/1466/3479/4633/688/23250/5587/9472/1073/51676/7168/11214/4205/5914/124872/9043/8736/1000/80206/115701/596/4773/1827/9215/4627",76
"TEAD1_Unique","GO:0001503","ossification","102/2718","456/18986",0.223684210526316,1.56249757948956,4.96967873537662,1.93325720063803e-06,8.45595807969211e-05,6.49482700762902e-05,"9249/1969/3399/10269/79639/3491/1301/6272/1435/3570/103/4921/5087/55811/4653/2355/51232/6546/6869/2274/90/6670/406929/8994/5745/29072/7474/25937/285313/2261/202018/3516/6696/658/166929/2247/27152/25819/56172/202151/4208/84059/154/8817/654/653/2697/1490/2737/1956/8321/1021/1749/27044/50617/6469/6781/115908/2131/8840/5747/26578/10507/5727/3371/221044/5552/1305/442911/9562/3611/10527/22800/4041/25884/7704/51564/3479/5027/144347/5587/10979/4091/4088/8482/1009/51741/4763/7473/406991/4092/596/2068/23051/6615/1591/861/55787/5251/54857/91851/2719",102
"TEAD1_Unique","GO:0007173","epidermal growth factor receptor signaling pathway","36/2718","114/18986",0.315789473684211,2.20587893574997,5.27849501549703,2.01748400260389e-06,8.76265254557537e-05,6.73039197629801e-05,"54206/8412/27246/6464/27/6868/55704/2202/7039/8440/2066/8527/868/685/1950/2241/1839/1956/3092/5782/5747/53358/5774/25/51196/150/84632/5795/58533/8826/1012/1845/406991/79643/27131/9185",36
"TEAD1_Unique","GO:0030177","positive regulation of Wnt signaling pathway","44/2718","152/18986",0.289473684210526,2.02205569110414,5.17116049336949,2.24506090305159e-06,9.68338421448155e-05,7.43758480455395e-05,"23499/79577/9839/130574/7474/5523/3516/1950/2247/9037/1456/406937/5754/22881/6424/1956/1749/6469/8840/23189/4300/8434/10927/65268/25/442911/3611/100422991/85458/81029/65981/8796/53944/4088/79705/51704/7473/64750/8932/1613/55959/6907/10159/2719",44
