"ID","Description","GeneRatio","pvalue","p.adjust","qvalue","Count","pathway_category","target_group","GeneRatio_numeric"
"GO:0014842","regulation of skeletal muscle satellite cell proliferation","3/1739",0.151219160372121,0.406270382882217,0.325601182503975,3,"proliferation","Shared",0.00172512938470385
"GO:0021534","cell proliferation in hindbrain","3/1739",0.151219160372121,0.406270382882217,0.325601182503975,3,"proliferation","Shared",0.00172512938470385
"GO:0021924","cell proliferation in external granule layer","3/1739",0.151219160372121,0.406270382882217,0.325601182503975,3,"proliferation","Shared",0.00172512938470385
"GO:0021930","cerebellar granule cell precursor proliferation","3/1739",0.151219160372121,0.406270382882217,0.325601182503975,3,"proliferation","Shared",0.00172512938470385
"GO:0033079","immature T cell proliferation","3/1739",0.151219160372121,0.406270382882217,0.325601182503975,3,"proliferation","Shared",0.00172512938470385
"GO:0033080","immature T cell proliferation in thymus","3/1739",0.151219160372121,0.406270382882217,0.325601182503975,3,"proliferation","Shared",0.00172512938470385
"GO:0040015","negative regulation of multicellular organism growth","3/1739",0.151219160372121,0.406270382882217,0.325601182503975,3,"proliferation","Shared",0.00172512938470385
"GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","3/1739",0.151219160372121,0.406270382882217,0.325601182503975,3,"apoptosis","Shared",0.00172512938470385
"GO:2000288","positive regulation of myoblast proliferation","3/1739",0.151219160372121,0.406270382882217,0.325601182503975,3,"proliferation","Shared",0.00172512938470385
"GO:0051450","myoblast proliferation","5/1739",0.151581670877979,0.406270382882217,0.325601182503975,5,"proliferation","Shared",0.00287521564117309
"GO:2000108","positive regulation of leukocyte apoptotic process","5/1739",0.151581670877979,0.406270382882217,0.325601182503975,5,"apoptosis","Shared",0.00287521564117309
"GO:0033209","tumor necrosis factor-mediated signaling pathway","16/1739",0.153814545999549,0.410294817573158,0.328826523925578,16,"apoptosis","Shared",0.00920069005175388
"GO:0032640","tumor necrosis factor production","21/1739",0.163703214517531,0.432024204266265,0.3462413154055,21,"apoptosis","Shared",0.012075905692927
"GO:0032680","regulation of tumor necrosis factor production","21/1739",0.163703214517531,0.432024204266265,0.3462413154055,21,"apoptosis","Shared",0.012075905692927
"GO:0030071","regulation of mitotic metaphase/anaphase transition","14/1739",0.166092220186915,0.433995945902035,0.347821547278777,14,"proliferation","Shared",0.00805060379528465
"GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress","4/1739",0.166434778607466,0.433995945902035,0.347821547278777,4,"apoptosis","Shared",0.00230017251293847
"GO:0045930","negative regulation of mitotic cell cycle","31/1739",0.168082827039507,0.437678733649454,0.350773079302755,31,"proliferation","Shared",0.0178263369752731
"GO:0097194","execution phase of apoptosis","12/1739",0.168349213549098,0.437827647361101,0.350892424651681,12,"apoptosis","Shared",0.00690051753881541
"GO:0010659","cardiac muscle cell apoptotic process","7/1739",0.168757325480918,0.437827647361101,0.350892424651681,7,"apoptosis","Shared",0.00402530189764232
"GO:0010758","regulation of macrophage chemotaxis","5/1739",0.171057558675413,0.437990005950599,0.351022545258444,5,"migration","Shared",0.00287521564117309
"GO:0044346","fibroblast apoptotic process","5/1739",0.171057558675413,0.437990005950599,0.351022545258444,5,"apoptosis","Shared",0.00287521564117309
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/1739",0.171057558675413,0.437990005950599,0.351022545258444,5,"apoptosis","Shared",0.00287521564117309
"GO:0033687","osteoblast proliferation","6/1739",0.171058486638443,0.437990005950599,0.351022545258444,6,"proliferation","Shared",0.00345025876940771
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","6/1739",0.171058486638443,0.437990005950599,0.351022545258444,6,"proliferation","Shared",0.00345025876940771
"GO:0043276","anoikis","6/1739",0.171058486638443,0.437990005950599,0.351022545258444,6,"apoptosis","Shared",0.00345025876940771
"GO:0002523","leukocyte migration involved in inflammatory response","3/1739",0.18070887890443,0.453892066801123,0.363767086911833,3,"migration","Shared",0.00172512938470385
"GO:0036462","TRAIL-activated apoptotic signaling pathway","3/1739",0.18070887890443,0.453892066801123,0.363767086911833,3,"apoptosis","Shared",0.00172512938470385
"GO:0038180","nerve growth factor signaling pathway","3/1739",0.18070887890443,0.453892066801123,0.363767086911833,3,"proliferation","Shared",0.00172512938470385
"GO:0050930","induction of positive chemotaxis","3/1739",0.18070887890443,0.453892066801123,0.363767086911833,3,"migration","Shared",0.00172512938470385
"GO:0051547","regulation of keratinocyte migration","3/1739",0.18070887890443,0.453892066801123,0.363767086911833,3,"migration","Shared",0.00172512938470385
"GO:1902337","regulation of apoptotic process involved in morphogenesis","3/1739",0.18070887890443,0.453892066801123,0.363767086911833,3,"apoptosis","Shared",0.00172512938470385
"GO:1904748","regulation of apoptotic process involved in development","3/1739",0.18070887890443,0.453892066801123,0.363767086911833,3,"apoptosis","Shared",0.00172512938470385
"GO:0072676","lymphocyte migration","13/1739",0.183435152406889,0.459519229473151,0.368276918042412,13,"migration","Shared",0.00747556066705003
"GO:0010662","regulation of striated muscle cell apoptotic process","7/1739",0.184717078787604,0.462322322470607,0.370523427837601,7,"apoptosis","Shared",0.00402530189764232
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","14/1739",0.186578957964419,0.466570739308116,0.373928277426314,14,"proliferation","Shared",0.00805060379528465
"GO:0071706","tumor necrosis factor superfamily cytokine production","21/1739",0.187817019492948,0.469001046989106,0.375876022298005,21,"apoptosis","Shared",0.012075905692927
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","21/1739",0.187817019492948,0.469001046989106,0.375876022298005,21,"apoptosis","Shared",0.012075905692927
"GO:0043524","negative regulation of neuron apoptotic process","22/1739",0.188354616856131,0.469001046989106,0.375876022298005,22,"apoptosis","Shared",0.0126509488211616
"GO:0010574","regulation of vascular endothelial growth factor production","6/1739",0.188926258202909,0.469001046989106,0.375876022298005,6,"proliferation","Shared",0.00345025876940771
"GO:0048147","negative regulation of fibroblast proliferation","6/1739",0.188926258202909,0.469001046989106,0.375876022298005,6,"proliferation","Shared",0.00345025876940771
"GO:1901991","negative regulation of mitotic cell cycle phase transition","25/1739",0.189020704185777,0.469001046989106,0.375876022298005,25,"proliferation","Shared",0.0143760782058654
"GO:1901990","regulation of mitotic cell cycle phase transition","43/1739",0.190295351995869,0.469001046989106,0.375876022298005,43,"proliferation","Shared",0.0247268545140886
"GO:0040018","positive regulation of multicellular organism growth","5/1739",0.191435746356498,0.469001046989106,0.375876022298005,5,"proliferation","Shared",0.00287521564117309
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","14/1739",0.208209658137855,0.499742677020421,0.400513582681524,14,"proliferation","Shared",0.00805060379528465
"GO:0072677","eosinophil migration","3/1739",0.211563655571277,0.499742677020421,0.400513582681524,3,"migration","Shared",0.00172512938470385
"GO:0090026","positive regulation of monocyte chemotaxis","3/1739",0.211563655571277,0.499742677020421,0.400513582681524,3,"migration","Shared",0.00172512938470385
"GO:0097531","mast cell migration","3/1739",0.211563655571277,0.499742677020421,0.400513582681524,3,"migration","Shared",0.00172512938470385
"GO:1901722","regulation of cell proliferation involved in kidney development","3/1739",0.211563655571277,0.499742677020421,0.400513582681524,3,"proliferation","Shared",0.00172512938470385
"GO:0010804","negative regulation of tumor necrosis factor-mediated signaling pathway","5/1739",0.212615231287856,0.499742677020421,0.400513582681524,5,"apoptosis","Shared",0.00287521564117309
"GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","5/1739",0.212615231287856,0.499742677020421,0.400513582681524,5,"proliferation","Shared",0.00287521564117309
"GO:0010818","T cell chemotaxis","4/1739",0.215257177257151,0.500766389404295,0.401334026348544,4,"migration","Shared",0.00230017251293847
"GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","4/1739",0.215257177257151,0.500766389404295,0.401334026348544,4,"proliferation","Shared",0.00230017251293847
"GO:0060396","growth hormone receptor signaling pathway","4/1739",0.215257177257151,0.500766389404295,0.401334026348544,4,"proliferation","Shared",0.00230017251293847
"GO:0090025","regulation of monocyte chemotaxis","4/1739",0.215257177257151,0.500766389404295,0.401334026348544,4,"migration","Shared",0.00230017251293847
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","13/1739",0.229522484065426,0.524490767050836,0.420347682626127,13,"apoptosis","Shared",0.00747556066705003
"GO:0044784","metaphase/anaphase transition of cell cycle","14/1739",0.230895510892899,0.527203673563907,0.422521913399269,14,"proliferation","Shared",0.00805060379528465
"GO:0010839","negative regulation of keratinocyte proliferation","4/1739",0.240984461086897,0.534534102295596,0.428396809438616,4,"proliferation","Shared",0.00230017251293847
"GO:0036336","dendritic cell migration","4/1739",0.240984461086897,0.534534102295596,0.428396809438616,4,"migration","Shared",0.00230017251293847
"GO:0071378","cellular response to growth hormone stimulus","4/1739",0.240984461086897,0.534534102295596,0.428396809438616,4,"proliferation","Shared",0.00230017251293847
"GO:0090023","positive regulation of neutrophil chemotaxis","4/1739",0.240984461086897,0.534534102295596,0.428396809438616,4,"migration","Shared",0.00230017251293847
"GO:1900746","regulation of vascular endothelial growth factor signaling pathway","4/1739",0.240984461086897,0.534534102295596,0.428396809438616,4,"proliferation","Shared",0.00230017251293847
"GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","18/1739",0.242835251545319,0.534534102295596,0.428396809438616,18,"apoptosis","Shared",0.0103507763082231
"GO:2000402","negative regulation of lymphocyte migration","3/1739",0.243432520326369,0.534534102295596,0.428396809438616,3,"migration","Shared",0.00172512938470385
"GO:0010573","vascular endothelial growth factor production","6/1739",0.246326985345367,0.53942852753748,0.432319395759404,6,"proliferation","Shared",0.00345025876940771
"GO:1902808","positive regulation of cell cycle G1/S phase transition","9/1739",0.262447376559871,0.565562633726058,0.453264303971313,9,"proliferation","Shared",0.00517538815411156
"GO:0010665","regulation of cardiac muscle cell apoptotic process","6/1739",0.266489727178077,0.567310194085365,0.454664868086892,6,"apoptosis","Shared",0.00345025876940771
"GO:0048246","macrophage chemotaxis","6/1739",0.266489727178077,0.567310194085365,0.454664868086892,6,"migration","Shared",0.00345025876940771
"GO:0071624","positive regulation of granulocyte chemotaxis","4/1739",0.267357676944707,0.567310194085365,0.454664868086892,4,"migration","Shared",0.00230017251293847
"GO:0048662","negative regulation of smooth muscle cell proliferation","7/1739",0.27241795623658,0.576323446564636,0.461888445756123,7,"proliferation","Shared",0.00402530189764232
"GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","7/1739",0.27241795623658,0.576323446564636,0.461888445756123,7,"proliferation","Shared",0.00402530189764232
"GO:2000345","regulation of hepatocyte proliferation","3/1739",0.275986806672591,0.579416280461292,0.464367165388342,3,"proliferation","Shared",0.00172512938470385
"GO:1905517","macrophage migration","8/1739",0.276126475567031,0.579416280461292,0.464367165388342,8,"migration","Shared",0.00460034502587694
"GO:1905562","regulation of vascular endothelial cell proliferation","5/1739",0.279908282551226,0.581971269767555,0.46641483505479,5,"proliferation","Shared",0.00287521564117309
"GO:1905521","regulation of macrophage migration","6/1739",0.287045067768704,0.593763658228081,0.475865722417177,6,"migration","Shared",0.00345025876940771
"GO:0006312","mitotic recombination","4/1739",0.294208480222152,0.601259157787475,0.481872912758453,4,"proliferation","Shared",0.00230017251293847
"GO:0033598","mammary gland epithelial cell proliferation","4/1739",0.294208480222152,0.601259157787475,0.481872912758453,4,"proliferation","Shared",0.00230017251293847
"GO:0071676","negative regulation of mononuclear cell migration","5/1739",0.303236655425354,0.613610835550448,0.491772036728556,5,"migration","Shared",0.00287521564117309
"GO:0101023","vascular endothelial cell proliferation","5/1739",0.303236655425354,0.613610835550448,0.491772036728556,5,"proliferation","Shared",0.00287521564117309
"GO:0007346","regulation of mitotic cell cycle","59/1739",0.305435253701603,0.616128590604187,0.493789865389698,59,"proliferation","Shared",0.0339275445658424
"GO:1903376","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","3/1739",0.30892426537309,0.616128590604187,0.493789865389698,3,"apoptosis","Shared",0.00172512938470385
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","9/1739",0.310984232766875,0.616689743775806,0.49423959577602,9,"apoptosis","Shared",0.00517538815411156
"GO:0010624","regulation of Schwann cell proliferation","2/1739",0.321413637681394,0.619463648167197,0.496462712665768,2,"proliferation","Shared",0.00115008625646924
"GO:0014010","Schwann cell proliferation","2/1739",0.321413637681394,0.619463648167197,0.496462712665768,2,"proliferation","Shared",0.00115008625646924
"GO:0032908","regulation of transforming growth factor beta1 production","2/1739",0.321413637681394,0.619463648167197,0.496462712665768,2,"proliferation","Shared",0.00115008625646924
"GO:0060768","regulation of epithelial cell proliferation involved in prostate gland development","2/1739",0.321413637681394,0.619463648167197,0.496462712665768,2,"proliferation","Shared",0.00115008625646924
"GO:0072124","regulation of glomerular mesangial cell proliferation","2/1739",0.321413637681394,0.619463648167197,0.496462712665768,2,"proliferation","Shared",0.00115008625646924
"GO:2000347","positive regulation of hepatocyte proliferation","2/1739",0.321413637681394,0.619463648167197,0.496462712665768,2,"proliferation","Shared",0.00115008625646924
"GO:0060416","response to growth hormone","5/1739",0.326839899851588,0.626728486569082,0.502285042015924,5,"proliferation","Shared",0.00287521564117309
"GO:0030888","regulation of B cell proliferation","8/1739",0.328862710829721,0.628821707234783,0.503962631997155,8,"proliferation","Shared",0.00460034502587694
"GO:0030890","positive regulation of B cell proliferation","6/1739",0.329039768907309,0.628821707234783,0.503962631997155,6,"proliferation","Shared",0.00345025876940771
"GO:0070227","lymphocyte apoptotic process","10/1739",0.341679846452169,0.646566412279412,0.51818394171884,10,"apoptosis","Shared",0.00575043128234618
"GO:0002689","negative regulation of leukocyte chemotaxis","3/1739",0.341971414037807,0.646566412279412,0.51818394171884,3,"migration","Shared",0.00172512938470385
"GO:0035739","CD4-positive, alpha-beta T cell proliferation","3/1739",0.341971414037807,0.646566412279412,0.51818394171884,3,"proliferation","Shared",0.00172512938470385
"GO:0051546","keratinocyte migration","3/1739",0.341971414037807,0.646566412279412,0.51818394171884,3,"migration","Shared",0.00172512938470385
"GO:0071636","positive regulation of transforming growth factor beta production","3/1739",0.341971414037807,0.646566412279412,0.51818394171884,3,"proliferation","Shared",0.00172512938470385
"GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","3/1739",0.341971414037807,0.646566412279412,0.51818394171884,3,"proliferation","Shared",0.00172512938470385
"GO:0045839","negative regulation of mitotic nuclear division","8/1739",0.346828268675145,0.653571436885677,0.523798045998576,8,"proliferation","Shared",0.00460034502587694
"GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","4/1739",0.34870602477133,0.654009980007741,0.524149511833004,4,"proliferation","Shared",0.00230017251293847
"GO:2000107","negative regulation of leukocyte apoptotic process","7/1739",0.348905218449671,0.654009980007741,0.524149511833004,7,"apoptosis","Shared",0.00402530189764232
"GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","5/1739",0.350618113928946,0.654841072558539,0.524815582333616,5,"apoptosis","Shared",0.00287521564117309
"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","13/1739",0.360432248753477,0.662606828936846,0.531039367197962,13,"proliferation","Shared",0.00747556066705003
"GO:0000281","mitotic cytokinesis","12/1739",0.364672635197833,0.662606828936846,0.531039367197962,12,"proliferation","Shared",0.00690051753881541
"GO:0001547","antral ovarian follicle growth","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"proliferation","Shared",0.00115008625646924
"GO:0002551","mast cell chemotaxis","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"migration","Shared",0.00115008625646924
"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"proliferation","Shared",0.00115008625646924
"GO:0010764","negative regulation of fibroblast migration","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"migration","Shared",0.00115008625646924
"GO:0032817","regulation of natural killer cell proliferation","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"proliferation","Shared",0.00115008625646924
"GO:0032905","transforming growth factor beta1 production","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"proliferation","Shared",0.00115008625646924
"GO:0034350","regulation of glial cell apoptotic process","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"apoptosis","Shared",0.00115008625646924
"GO:0060767","epithelial cell proliferation involved in prostate gland development","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"proliferation","Shared",0.00115008625646924
"GO:0070341","fat cell proliferation","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"proliferation","Shared",0.00115008625646924
"GO:0072110","glomerular mesangial cell proliferation","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"proliferation","Shared",0.00115008625646924
"GO:2000271","positive regulation of fibroblast apoptotic process","2/1739",0.365403025686181,0.662606828936846,0.531039367197962,2,"apoptosis","Shared",0.00115008625646924
"GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","6/1739",0.37173486464731,0.669306637439461,0.536408859198648,6,"apoptosis","Shared",0.00345025876940771
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","3/1739",0.374884533180996,0.669306637439461,0.536408859198648,3,"proliferation","Shared",0.00172512938470385
"GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","3/1739",0.374884533180996,0.669306637439461,0.536408859198648,3,"proliferation","Shared",0.00172512938470385
"GO:0007097","nuclear migration","4/1739",0.376057377539126,0.669306637439461,0.536408859198648,4,"migration","Shared",0.00230017251293847
"GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","8/1739",0.383085606857169,0.679046464638419,0.544214742637324,8,"apoptosis","Shared",0.00460034502587694
"GO:2001242","regulation of intrinsic apoptotic signaling pathway","21/1739",0.38372308811866,0.679964023105958,0.544950110349654,21,"apoptosis","Shared",0.012075905692927
"GO:2000269","regulation of fibroblast apoptotic process","3/1739",0.407449641548153,0.697486485426614,0.558993305946417,3,"apoptosis","Shared",0.00172512938470385
"GO:2000353","positive regulation of endothelial cell apoptotic process","3/1739",0.407449641548153,0.697486485426614,0.558993305946417,3,"apoptosis","Shared",0.00172512938470385
"GO:0070231","T cell apoptotic process","7/1739",0.407697202353245,0.697486485426614,0.558993305946417,7,"apoptosis","Shared",0.00402530189764232
"GO:0031987","locomotion involved in locomotory behavior","2/1739",0.408239798748993,0.697486485426614,0.558993305946417,2,"migration","Shared",0.00115008625646924
"GO:0033689","negative regulation of osteoblast proliferation","2/1739",0.408239798748993,0.697486485426614,0.558993305946417,2,"proliferation","Shared",0.00115008625646924
"GO:0110075","regulation of ferroptosis","2/1739",0.408239798748993,0.697486485426614,0.558993305946417,2,"apoptosis","Shared",0.00115008625646924
"GO:1901988","negative regulation of cell cycle phase transition","31/1739",0.412450057101765,0.70362045219345,0.563909309959688,31,"proliferation","Shared",0.0178263369752731
"GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","5/1739",0.422070745471997,0.716585700122115,0.574300173372083,5,"apoptosis","Shared",0.00287521564117309
"GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","5/1739",0.422070745471997,0.716585700122115,0.574300173372083,5,"apoptosis","Shared",0.00287521564117309
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","4/1739",0.430306739947945,0.724928872465749,0.58098672227001,4,"apoptosis","Shared",0.00230017251293847
"GO:0045786","negative regulation of cell cycle","44/1739",0.432138903081144,0.727799387379759,0.583287266660587,44,"proliferation","Shared",0.0253018976423232
"GO:1901987","regulation of cell cycle phase transition","51/1739",0.437063526806068,0.732555603175308,0.587099086454804,51,"proliferation","Shared",0.0293271995399655
"GO:0043525","positive regulation of neuron apoptotic process","8/1739",0.437678701280088,0.732555603175308,0.587099086454804,8,"apoptosis","Shared",0.00460034502587694
"GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway","3/1739",0.439481718929987,0.732555603175308,0.587099086454804,3,"proliferation","Shared",0.00172512938470385
"GO:0042104","positive regulation of activated T cell proliferation","3/1739",0.439481718929987,0.732555603175308,0.587099086454804,3,"proliferation","Shared",0.00172512938470385
"GO:1905564","positive regulation of vascular endothelial cell proliferation","3/1739",0.439481718929987,0.732555603175308,0.587099086454804,3,"proliferation","Shared",0.00172512938470385
"GO:0001787","natural killer cell proliferation","2/1739",0.44960905690255,0.733280192257852,0.587679800855967,2,"proliferation","Shared",0.00115008625646924
"GO:0030889","negative regulation of B cell proliferation","2/1739",0.44960905690255,0.733280192257852,0.587679800855967,2,"proliferation","Shared",0.00115008625646924
"GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway","2/1739",0.44960905690255,0.733280192257852,0.587679800855967,2,"proliferation","Shared",0.00115008625646924
"GO:0033262","regulation of nuclear cell cycle DNA replication","2/1739",0.44960905690255,0.733280192257852,0.587679800855967,2,"proliferation","Shared",0.00115008625646924
"GO:0034088","maintenance of mitotic sister chromatid cohesion","2/1739",0.44960905690255,0.733280192257852,0.587679800855967,2,"proliferation","Shared",0.00115008625646924
"GO:0051451","myoblast migration","2/1739",0.44960905690255,0.733280192257852,0.587679800855967,2,"migration","Shared",0.00115008625646924
"GO:0061052","negative regulation of cell growth involved in cardiac muscle cell development","2/1739",0.44960905690255,0.733280192257852,0.587679800855967,2,"proliferation","Shared",0.00115008625646924
"GO:0097707","ferroptosis","2/1739",0.44960905690255,0.733280192257852,0.587679800855967,2,"apoptosis","Shared",0.00115008625646924
"GO:0002686","negative regulation of leukocyte migration","6/1739",0.457090842731637,0.742069654265897,0.594724023974301,6,"migration","Shared",0.00345025876940771
"GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","5/1739",0.468966944570355,0.755928670568184,0.605831188775125,5,"apoptosis","Shared",0.00287521564117309
"GO:0036120","cellular response to platelet-derived growth factor stimulus","3/1739",0.470823391221002,0.755928670568184,0.605831188775125,3,"proliferation","Shared",0.00172512938470385
"GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","3/1739",0.470823391221002,0.755928670568184,0.605831188775125,3,"proliferation","Shared",0.00172512938470385
"GO:0007088","regulation of mitotic nuclear division","14/1739",0.476964498784119,0.7632495933874,0.611698466399563,14,"proliferation","Shared",0.00805060379528465
"GO:0007094","mitotic spindle assembly checkpoint signaling","6/1739",0.478073502802048,0.7632495933874,0.611698466399563,6,"proliferation","Shared",0.00345025876940771
"GO:0071174","mitotic spindle checkpoint signaling","6/1739",0.478073502802048,0.7632495933874,0.611698466399563,6,"proliferation","Shared",0.00345025876940771
"GO:0033047","regulation of mitotic sister chromatid segregation","7/1739",0.485428605817496,0.766692457900399,0.614457714436993,7,"proliferation","Shared",0.00402530189764232
"GO:0002903","negative regulation of B cell apoptotic process","2/1739",0.489283290457763,0.766692457900399,0.614457714436993,2,"apoptosis","Shared",0.00115008625646924
"GO:0034393","positive regulation of smooth muscle cell apoptotic process","2/1739",0.489283290457763,0.766692457900399,0.614457714436993,2,"apoptosis","Shared",0.00115008625646924
"GO:0061323","cell proliferation involved in heart morphogenesis","2/1739",0.489283290457763,0.766692457900399,0.614457714436993,2,"proliferation","Shared",0.00115008625646924
"GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","2/1739",0.489283290457763,0.766692457900399,0.614457714436993,2,"apoptosis","Shared",0.00115008625646924
"GO:2000136","regulation of cell proliferation involved in heart morphogenesis","2/1739",0.489283290457763,0.766692457900399,0.614457714436993,2,"proliferation","Shared",0.00115008625646924
"GO:0044839","cell cycle G2/M phase transition","18/1739",0.493308260616798,0.770658334454766,0.617636125047695,18,"proliferation","Shared",0.0103507763082231
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","12/1739",0.495542008837623,0.773296303120097,0.619750297660394,12,"apoptosis","Shared",0.00690051753881541
"GO:0000086","G2/M transition of mitotic cell cycle","16/1739",0.498117943928293,0.775101251010496,0.621196854417257,16,"proliferation","Shared",0.00920069005175388
"GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","3/1739",0.501343248362446,0.775101251010496,0.621196854417257,3,"apoptosis","Shared",0.00172512938470385
"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","7/1739",0.504452181503701,0.777789301490405,0.623351164580552,7,"apoptosis","Shared",0.00402530189764232
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","8/1739",0.509291035742806,0.783758431463163,0.628135061855716,8,"proliferation","Shared",0.00460034502587694
"GO:0033048","negative regulation of mitotic sister chromatid segregation","6/1739",0.519249722596366,0.794340351446539,0.63661583181809,6,"proliferation","Shared",0.00345025876940771
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","6/1739",0.519249722596366,0.794340351446539,0.63661583181809,6,"proliferation","Shared",0.00345025876940771
"GO:2000816","negative regulation of mitotic sister chromatid separation","6/1739",0.519249722596366,0.794340351446539,0.63661583181809,6,"proliferation","Shared",0.00345025876940771
"GO:0010948","negative regulation of cell cycle process","34/1739",0.52576428473005,0.795849441400838,0.637825276302176,34,"proliferation","Shared",0.019551466359977
"GO:0002407","dendritic cell chemotaxis","2/1739",0.527106485862592,0.795849441400838,0.637825276302176,2,"migration","Shared",0.00115008625646924
"GO:0033599","regulation of mammary gland epithelial cell proliferation","2/1739",0.527106485862592,0.795849441400838,0.637825276302176,2,"proliferation","Shared",0.00115008625646924
"GO:1901163","regulation of trophoblast cell migration","2/1739",0.527106485862592,0.795849441400838,0.637825276302176,2,"migration","Shared",0.00115008625646924
"GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","2/1739",0.527106485862592,0.795849441400838,0.637825276302176,2,"apoptosis","Shared",0.00115008625646924
"GO:0036119","response to platelet-derived growth factor","3/1739",0.530933929525345,0.798018308907764,0.639563492659321,3,"proliferation","Shared",0.00172512938470385
"GO:0000132","establishment of mitotic spindle orientation","4/1739",0.534032430353896,0.801189849240615,0.642105290748095,4,"proliferation","Shared",0.00230017251293847
"GO:0060236","regulation of mitotic spindle organization","5/1739",0.536801930090973,0.80258607413338,0.643224280699813,5,"proliferation","Shared",0.00287521564117309
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","6/1739",0.539355811212423,0.805343387584023,0.645434100952263,6,"proliferation","Shared",0.00345025876940771
"GO:0090068","positive regulation of cell cycle process","28/1739",0.540004686761176,0.805888109595716,0.645870662755968,28,"proliferation","Shared",0.0161012075905693
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","7/1739",0.541746248577202,0.808274576499354,0.647783271891585,7,"apoptosis","Shared",0.00402530189764232
"GO:1902750","negative regulation of cell cycle G2/M phase transition","8/1739",0.544004315713642,0.811216948057609,0.650141405044037,8,"proliferation","Shared",0.00460034502587694
"GO:0046006","regulation of activated T cell proliferation","4/1739",0.558487672543889,0.820326820207445,0.657442417545621,4,"proliferation","Shared",0.00230017251293847
"GO:0045840","positive regulation of mitotic nuclear division","5/1739",0.558521280807245,0.820326820207445,0.657442417545621,5,"proliferation","Shared",0.00287521564117309
"GO:0071364","cellular response to epidermal growth factor stimulus","5/1739",0.558521280807245,0.820326820207445,0.657442417545621,5,"proliferation","Shared",0.00287521564117309
"GO:0010965","regulation of mitotic sister chromatid separation","7/1739",0.559952872330341,0.820326820207445,0.657442417545621,7,"proliferation","Shared",0.00402530189764232
"GO:0006309","apoptotic DNA fragmentation","2/1739",0.562980725746879,0.820326820207445,0.657442417545621,2,"apoptosis","Shared",0.00115008625646924
"GO:0034349","glial cell apoptotic process","2/1739",0.562980725746879,0.820326820207445,0.657442417545621,2,"apoptosis","Shared",0.00115008625646924
"GO:0061450","trophoblast cell migration","2/1739",0.562980725746879,0.820326820207445,0.657442417545621,2,"migration","Shared",0.00115008625646924
