"pathway","description","pval","padj","log2err","ES","NES","size","leadingEdge"
"GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation",0.538969404186796,0.889830318997304,0.0203427500566057,0.359742756485534,0.941046289627291,22,"CNN1;PPARG;BMP4;IL10"
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation",0.160607866507747,0.629326006383622,0.0604731002477099,-0.365977739428856,-1.21666004968519,41,"IGFBP5;DDR2;EDN1;MIR301A;MIR130A;MIR221;MIR222"
"GO:1904738","vascular associated smooth muscle cell migration",0.0135060639470783,0.228470163502991,0.206652311234449,-0.533777771870028,-1.64813016161657,29,"IGFBP5;DDR2;TPM1;DOCK7;FAT1;MIR221;MIR218-1;MEF2C;DOCK5;MIR135B;PRKG1"
"GO:1904748","regulation of apoptotic process involved in development",0.0123787219805955,0.213322990591855,0.167658528065765,0.709155709465719,1.64241430894939,13,"BMP7;HNF1B;FOXC2;PAX8"
"GO:1904752","regulation of vascular associated smooth muscle cell migration",0.00737704918032787,0.163865860499907,0.279865652661932,-0.558849982359572,-1.69289984515388,27,"IGFBP5;DDR2;TPM1;DOCK7;FAT1;MIR221;MIR218-1;MEF2C;DOCK5;MIR135B;PRKG1"
"GO:1904753","negative regulation of vascular associated smooth muscle cell migration",0.307564224548049,0.757819569721512,0.0374461871714783,-0.482039658108377,-1.13123504544056,10,"TPM1;MIR218-1;MEF2C;PRKG1"
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration",0.0138461538461538,0.231326026355803,0.196710025346243,-0.623005497495657,-1.68064687519147,17,"IGFBP5;DDR2;DOCK7;FAT1;MIR221"
"GO:1904779","regulation of protein localization to centrosome",0.277169948942378,0.734010354361456,0.0402297996453422,-0.467732370261933,-1.15415809068641,12,"BICD1;APC;UBXN2B;CEP250;GSK3B;PARD6A;NUP62;RAB11A;NSFL1C;RAB11FIP3"
"GO:1904814","regulation of protein localization to chromosome, telomeric region",0.495480494766889,0.872877479607331,0.0281305951382595,-0.409891977760159,-0.961921207700682,10,"GNL3L;CCT6A;PML;USP7;TERF1"
"GO:1904861","excitatory synapse assembly",0.977822580645161,1,0.0201254248782619,-0.197841265100051,-0.63288313585079,34,"IL1RAP;NLGN1;LRRTM1;PLXNB2;SRGAP2C;PRICKLE1;SRGAP2;LATS1;PTPRD;WNT5A;NLGN2;PTPN13;NRXN1;SHANK3;FGFR1"
"GO:1904862","inhibitory synapse assembly",0.893076923076923,1,0.0197367343270016,-0.255730473111261,-0.689869707816942,17,"CLSTN2;FGF13;SRGAP2C;SRGAP2"
"GO:1904867","protein localization to Cajal body",0.996264221429784,1,0.0121104248624275,0.184233525607411,0.41801086844359,12,"MEPCE;LARP7;CCT3;CCT8;CCT4;CCT7;TCP1;DKC1;CCT5;WRAP53;CCT2;CCT6A"
"GO:1904869","regulation of protein localization to Cajal body",0.982580200068989,1,0.0125399487417962,0.223043497280624,0.485603040420642,10,"MEPCE;LARP7;CCT3;CCT8"
"GO:1904871","positive regulation of protein localization to Cajal body",0.982580200068989,1,0.0125399487417962,0.223043497280624,0.485603040420642,10,"MEPCE;LARP7;CCT3;CCT8"
"GO:1904872","regulation of telomerase RNA localization to Cajal body",0.823000243131534,1,0.0201703841075602,-0.300559342772243,-0.741648470893111,12,"CCT6A;DCP2;CCT2;CCT5;DKC1;EXOSC10;TCP1;CCT7;CCT4;CCT8;CCT3;PARN"
"GO:1904888","cranial skeletal system development",0.900845070422535,1,0.0108312620657152,0.231540965200264,0.752715608899162,68,"FOXC2;MSX2;NOG;TBX15;BMP4;FGF8;FREM1;RAB23;FGFR2;SIX4;LHX1;ZIC3;LRP2;NODAL;MMP16"
"GO:1904889","regulation of excitatory synapse assembly",0.716797900262467,0.96978539447275,0.0235401807715361,-0.301166463791626,-0.833070856614052,19,"IL1RAP;LRRTM1;PRICKLE1;LATS1;PTPRD"
"GO:1904892","regulation of receptor signaling pathway via STAT",0.562202297562342,0.902358348402652,0.0176236984507991,0.287186868963552,0.945827008679451,75,"DAB1;ERBB4;CLEC12B;CAMK2A;PPARG;IL10RA;GBP7;SOCS1;MGAT5;IFNB1;IL10;MST1;CCL5;JAK2;IFNL1;F2R;GHR;KIT"
"GO:1904893","negative regulation of receptor signaling pathway via STAT",0.703868103994927,0.962331494400489,0.0161463029844099,0.30924463109883,0.838770896229704,26,"DAB1;CLEC12B;PPARG;GBP7;SOCS1"
"GO:1904894","positive regulation of receptor signaling pathway via STAT",0.564591852188399,0.903821294868892,0.0187151148924861,0.315357306456777,0.931555475021621,39,"ERBB4;CAMK2A;IL10RA;MGAT5;IL10;CCL5;JAK2;IFNL1;F2R;GHR;KIT;HES1"
"GO:1904896","ESCRT complex disassembly",0.351328044153156,0.788492692463928,0.0285290358596046,0.50910398716683,1.1084046254325,10,"CHMP7;IST1;CHMP1A;CHMP5;CHMP2B;CHMP1B;VTA1;VPS4A"
"GO:1904903","ESCRT III complex disassembly",0.351328044153156,0.788492692463928,0.0285290358596046,0.50910398716683,1.1084046254325,10,"CHMP7;IST1;CHMP1A;CHMP5;CHMP2B;CHMP1B;VTA1;VPS4A"
"GO:1904936","interneuron migration",0.294309221803222,0.74765573448339,0.031692887988083,0.518613653807999,1.15534919713217,11,"CCR4;LHX6;CNTN2;ARX;NKX2-1;EVX1"
"GO:1904948","midbrain dopaminergic neuron differentiation",0.0114176974310181,0.20274221395747,0.208826601974224,-0.725849317797189,-1.70339965226822,10,"DKK1;FZD1;WNT3;SFRP1;NR4A2;CTNNB1;WNT5A;LRP6"
"GO:1904950","negative regulation of establishment of protein localization",0.880622384937239,1,0.0100465995648245,0.225207629142937,0.794615025337238,123,"F2RL1;ABCC8;GHSR;APOD;ANXA13;CHGA;MTNR1B;RSAD2;CABP1;INHBB;ACVR1C;KCNJ11;MAPT;RAB23;IL12A;NEO1;RAB11FIP1;DERL3;F2R;VSNL1;FERMT1;SIRT4;ADRA2A;JAGN1;CORO2B;CCN3;DMTN;DRD3"
"GO:1904951","positive regulation of establishment of protein localization",0.863903281519862,1,0.00832447581878783,0.220358178280616,0.848816521813137,300,"ARHGEF5;SFN;RBP4;F2RL1;SLC35D3;GCK;CEMIP;HPCA;CDH1;GLUD1;ANO1;MCU;ABCC8;ABCG1;GAS6;TRH;PPARG;RAC2;ANXA13;PTP4A3;SHH;HSPA1L;CD33;CD38;ACHE;SLC2A2"
"GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell",0.25909592061742,0.723575754959261,0.0448026117999576,-0.366630641816832,-1.13203481073074,29,"IL6;ETS1;RELA;ELANE;MIR221;MIR222;ITGA4;FUT4;GP1BA;SELE"
"GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell",0.122362869198312,0.573733563445102,0.0654401996471083,-0.45329793544026,-1.30690628088885,22,"IL6;ETS1;RELA;ELANE;ITGA4;FUT4;GP1BA;SELE;ST3GAL4"
"GO:1905037","autophagosome organization",0.990599294947121,1,0.00813788564788588,0.189480666335728,0.669167337182731,124,"RUFY4;ATG9B;IRGM;WIPI1;RAB33A;RAB23;PIP4K2C;PINK1;RAB19;ATG4A;ATG4B;EFNB1;GABARAPL3;PSEN1;AP5Z1;GABARAPL2;DNAJC16;RALB;ZFYVE26;VMP1;WDR45;ATP13A2;RAB3GAP1;STX12;ULK3;STBD1;IFT20;ATG13;SCFD1;RAB7A;ATG16L1;BECN1;TBC1D14;SMCR8;TOM1;MAP1LC3B;RAB1B;WIPI2;ATG3;BAG3;ATG101;EMC6;PHF23"
"GO:1905038","regulation of membrane lipid metabolic process",0.121282051282051,0.573733563445102,0.0647833742605669,-0.493149325439337,-1.33034118660916,17,"CCN1;SIRT3"
"GO:1905039","carboxylic acid transmembrane transport",0.241505968778696,0.708580030105369,0.0612585710281592,-0.264908271410694,-1.08803756579815,138,"THBS1;GFAP;SLC6A14;SLC38A3;SLC38A11;LRRC8B;CD36;SLC7A11;ACACB;SLC16A4;SFXN1;SLC13A3;TTYH3;CPT1B;SLC38A4;SLC16A3;ATP1A2;SLC38A1;CPT1A;SLC25A13;LRRC8C;SLC1A3;SLC1A5;SLC38A5;SFXN3;SLC16A1;SLC16A11;SLC7A5;SLC36A4;EMB;SLC7A1;ABCD1;SLC27A1;SLC25A22;SLC1A1;ABCD3;SLC25A12"
"GO:1905048","regulation of metallopeptidase activity",0.957378162676176,1,0.0126915016288243,0.244946632857834,0.55576396524823,12,"CLDN4;TIMP3"
"GO:1905063","regulation of vascular associated smooth muscle cell differentiation",0.383426254434871,0.810117966874689,0.0341757981801189,-0.395390850874882,-1.05060503156072,16,"MIR125B1;MIR100;ENG;MIR221;SOD2"
"GO:1905089","regulation of type 2 mitophagy",0.99708242159008,1,0.0173049870197193,-0.175628715605818,-0.433374544848803,12,"TOMM7;HUWE1;PRKN;VDAC1;VPS13C"
"GO:1905091","positive regulation of type 2 mitophagy",0.999137633666782,1,0.0122961322397913,0.166810350227305,0.363174063497111,10,"PINK1;MUL1;CDC37;ATP5IF1;HK2"
"GO:1905144","response to acetylcholine",0.25364474858673,0.71953868547755,0.0318272813525166,0.380447109816214,1.14770871702864,44,"CHRNA1;CHRNA7;HRH3;CHRNB4;CHRNA4;ACHE;LY6E;LYPD1;CHRM2;CHRM4;GNA15;CHRNE"
"GO:1905145","cellular response to acetylcholine",0.175293409569666,0.643330665942311,0.0397394428476769,0.411466643678026,1.22573543738355,41,"CHRNA1;CHRNA7;HRH3;CHRNB4;CHRNA4;ACHE;LY6E;LYPD1;CHRM2;CHRM4;GNA15;CHRNE"
"GO:1905146","lysosomal protein catabolic process",0.299033816425121,0.747785610683975,0.0302158684587679,0.431157780605345,1.12785990090926,22,"MGAT3;LAPTM4B;SLC17A9;LRP2;CCDC115;AP5Z1;ATP13A2;LDLR;GGA3;TMEM199;TPP1;USP8;MARCHF2"
"GO:1905153","regulation of membrane invagination",0.485886086520795,0.86859260698569,0.0225275264522709,0.418682908329352,0.98663947819208,14,"F2RL1;STAP1;CD300A;PLCG2;NCKAP1L;ALOX15;APPL2;ABCA7"
"GO:1905155","positive regulation of membrane invagination",0.712854474443878,0.966913359577696,0.0169626856197034,0.359356179543752,0.815349910915516,12,"F2RL1;STAP1;PLCG2;NCKAP1L;APPL2;ABCA7"
"GO:1905165","regulation of lysosomal protein catabolic process",0.338937001188657,0.784584430473259,0.028894719197839,0.49134294513179,1.11481713505193,12,"MGAT3;LAPTM4B;LRP2;ATP13A2;LDLR;GGA3;USP8;MARCHF2"
"GO:1905168","positive regulation of double-strand break repair via homologous recombination",0.180870083432658,0.646709537232793,0.0567771390242865,-0.359839572951508,-1.19625426778446,41,"RAD51AP1;NBN;YEATS4;ACTB;BRD8;SKP2;FANCB;RNF126"
"GO:1905198","manchette assembly",0.461941008563273,0.854384398657148,0.0293924343196176,-0.4206527763246,-0.987174300985147,10,"SPAG17;IFT56;STK33;PFN4;CEP131"
"GO:1905207","regulation of cardiocyte differentiation",0.410268637736449,0.826479097122874,0.0244632244059292,0.386914538637158,1.04082873808155,25,"TBX5;DLL1;NKX2-5;HEY2;BMP4;BMP2"
"GO:1905208","negative regulation of cardiocyte differentiation",0.520626242544732,0.880976674046267,0.028028631856996,-0.379104716403355,-0.953693645786456,13,"DKK1;MIR222;SOX6;EGFR"
"GO:1905209","positive regulation of cardiocyte differentiation",0.136186109696043,0.590230931063163,0.0488744853554749,0.587235482980423,1.33238949540932,12,"TBX5;NKX2-5;BMP4"
"GO:1905244","regulation of modification of synaptic structure",0.777294685990338,0.989693995596475,0.0149369090792457,0.301591939723727,0.78893034186756,22,"CTTNBP2;TIAM1"
"GO:1905269","positive regulation of chromatin organization",0.189577417738433,0.658893867583002,0.0403297267408196,0.531156919229232,1.25168803216155,14,"TAL1"
"GO:1905288","vascular associated smooth muscle cell apoptotic process",0.972398795583807,1,0.0122457541006534,0.228035983412682,0.528134452156504,13,"PPARG;IGF1"
"GO:1905314","semi-lunar valve development",0.173162749181791,0.643330665942311,0.0397587663467915,0.404275480743586,1.21959263550327,44,"NOS3;ADAMTS19;NKX2-5;ELN;HEY2;BMP4;HEY1;AXIN2;TIE1;GJA5;DLL4;BMP2"
"GO:1905330","regulation of morphogenesis of an epithelium",0.23730525100981,0.704797801931524,0.0325196565804493,0.360718501522436,1.14538718854659,59,"SOX8;FGF7;BMP7;ITGAX;NOG;PAX8;SHH;STOX1;BMP4;MDK;AGT"
"GO:1905332","positive regulation of morphogenesis of an epithelium",0.175245098039216,0.643330665942311,0.0401503101220417,0.427862305838137,1.23649869842447,35,"SOX8;ITGAX;NOG;PAX8;STOX1;BMP4;MDK;AGT;SIX4;MMRN2;LHX1"
"GO:1905456","regulation of lymphoid progenitor cell differentiation",0.993761996161228,1,0.0171591826207518,-0.186603860917239,-0.449425034574965,11,"NUDT21;ZBTB1"
"GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process",0.972398795583807,1,0.0122457541006534,0.228035983412682,0.528134452156504,13,"PPARG;IGF1"
"GO:1905475","regulation of protein localization to membrane",0.147809993830969,0.614338121681931,0.0391148129212067,0.317894336736226,1.17446906586707,184,"FRRS1L;SFN;FZD9;CPLX1;SHISA6;NKD2;TMEM108;CEMIP;HPCA;RAMP3;GPC3;CAMK2A;LRP4;VAMP8;CAMK2B;GHSR;NETO2;AGR2;OLFM1;ANXA13;WNK3;PRKCH;KCNJ11;STX3;GPC2;NECAB2;SLC51B;LYPD1"
"GO:1905476","negative regulation of protein localization to membrane",0.723004694835681,0.973004457287697,0.0150963330011108,0.283497464646647,0.837442513425732,39,"SFN;FZD9;ANXA13;WNK3"
"GO:1905477","positive regulation of protein localization to membrane",0.73250472845177,0.97423550301904,0.0132583436471892,0.252699495902155,0.865141241351685,98,"NKD2;CEMIP;HPCA;RAMP3;LRP4;AGR2;ANXA13;WNK3;PRKCH;KCNJ11;STX3;NECAB2;SLC51B"
"GO:1905508","protein localization to microtubule organizing center",0.117164616285882,0.568147718970514,0.0707234449047984,-0.390616795849048,-1.27731416100179,38,"AURKA;SPAG5;BICD1;NUDCD3;CEP350;CEP78;APC;CEP131;CCDC14;UBXN2B;STIL;CEP250;NUMA1;GSK3B;PARD6A;GOLGB1;PCM1;BBS4;STK3;NUP62;RAB11A"
"GO:1905515","non-motile cilium assembly",0.0514190317195326,0.435979656466632,0.115547533922279,-0.372276715614538,-1.35478718702565,65,"MKS1;KCNF1;CENPJ;DYNC2H1;TMEM107;IFT172;CEP290;RP1;TBC1D32;CEP350;CEP126;SEPTIN9;CLCN4;EXOC5;CEP135;ARL13B;IFT122;TMEM17;SEPTIN7;CEP131;IFT140;VANGL2"
"GO:1905517","macrophage migration",0.493527508090615,0.871053686485007,0.0340169547555529,-0.277347497951549,-0.973696066914377,54,"THBS1;EDNRB;TRIM55;CCL2;SFTPD;CNN2;MMP14;CX3CL1;CSF1;C5AR1;RTN4;B4GALT1;MAPK1;MIF;CKLF;MMP2;PTPRJ;AZU1;P2RX4"
"GO:1905521","regulation of macrophage migration",0.586551567469332,0.910864459797893,0.0181479404327843,0.311152142577526,0.919133554378357,39,"TRPV4;CMKLR1;MTUS1;RARRES2;STAP1;MDK;MMP28;CCL5;C3AR1"
"GO:1905522","negative regulation of macrophage migration",0.938189845474614,1,0.0129856062706783,0.262639146276589,0.595906837587781,12,"STAP1;MMP28;CD200R1"
"GO:1905523","positive regulation of macrophage migration",0.71859457725012,0.97064266365207,0.0160193758957622,0.313055191487861,0.827222592433991,23,"TRPV4;CMKLR1;RARRES2;MDK;CCL5;C3AR1"
"GO:1905562","regulation of vascular endothelial cell proliferation",0.316865417376491,0.765418287091203,0.0284501150212396,0.391373691271741,1.10584538930484,31,"IGF2;NRARP;GHSR;PPARG;FLT1;MDK;MIR132"
"GO:1905564","positive regulation of vascular endothelial cell proliferation",0.268481236914157,0.729325112695247,0.0322617382382484,0.445418723544779,1.1558258156055,21,"IGF2;NRARP;GHSR;MDK;MIR132"
"GO:1905606","regulation of presynapse assembly",0.134195634599838,0.587244117851877,0.0630517909580997,-0.42988498124527,-1.28122136025322,25,"SLITRK6;DKK1;IL1RAP;FZD1;LRRTM1;GPC4"
"GO:1905664","regulation of calcium ion import across plasma membrane",0.85394862036156,1,0.019280113640365,-0.296088167891206,-0.694850115389292,10,"AKAP5;PRNP;PPP3CA"
"GO:1905666","regulation of protein localization to endosome",0.500622665006227,0.875115981138952,0.0287686999295148,-0.377278350218482,-0.969333823840474,14,"SORL1;VEGFA;NF2;RDX"
"GO:1905668","positive regulation of protein localization to endosome",0.492296222664016,0.870458393705563,0.0290310963363371,-0.386611153462191,-0.97257719171916,13,"SORL1;VEGFA;NF2;RDX"
"GO:1905671","regulation of lysosome organization",0.150154268083648,0.614338121681931,0.0465749092505758,0.593030447988186,1.32113230518944,11,"IRGM;LAPTM4B;MCOLN1"
"GO:1905709","negative regulation of membrane permeability",0.0740860041874698,0.48739914016126,0.0657381960282851,0.543459844969333,1.4102346519283,21,"IER3;FZD9;MPV17L;SLC25A31;RASIP1;SLC25A4;ACAA2;BOK;HEG1;GCLC;BNIP3"
"GO:1905710","positive regulation of membrane permeability",0.199047902409997,0.673068509479681,0.0367156255567355,0.396232270134438,1.19532838775152,44,"IER3;FZD9;EYA2;MPV17L;SLC25A31;HIP1R;SLC25A4;TMEM102;ACAA2;MIR29A;BCL2L11;MUL1;BID;BOK;GCLC;BNIP3"
"GO:1905809","negative regulation of synapse organization",0.496895481200414,0.873168114845642,0.0226813936397553,0.452738066497156,0.985686578114286,10,"NFATC4;NEUROD2"
"GO:1905818","regulation of chromosome separation",2.36593836269411e-10,6.9109059574295e-08,0.814035837847908,-0.650697543804422,-2.43506215967516,75,"DLGAP5;CDCA8;UBE2C;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;ESPL1;NUF2;NCAPG;PLK1;BUB1B;BUB1;NCAPG2;HASPIN;INCENP;NCAPD2;SPDL1"
"GO:1905819","negative regulation of chromosome separation",1.06542196643032e-08,1.41669343403761e-06,0.747739663149885,-0.692426178762198,-2.41004943348947,51,"CDCA8;TTK;AURKB;BIRC5;SPC25;SPC24;CCNB1;ZWINT;CDC20;NDC80;SKA3;KNL1;NUF2;PLK1;BUB1B;BUB1;HASPIN;INCENP;SPDL1;CENPF;TRIP13;MAD2L1;FBXO5;MAD1L1;APC"
"GO:1905820","positive regulation of chromosome separation",1.78444888404163e-05,0.0013030937975714,0.575610261071129,-0.679575957387704,-2.12442156349253,31,"DLGAP5;CDCA8;UBE2C;AURKB;BIRC5;CDC20;SKA3;ESPL1;NCAPG;NCAPG2;INCENP;NCAPD2"
"GO:1905874","regulation of postsynaptic density organization",0.431296725960299,0.839411194042895,0.0321922231256595,-0.370774407388148,-1.01394867428144,18,"IL1RAP;LRRTM1;CDH2;PRICKLE1;LATS1;PTPRD"
"GO:1905897","regulation of response to endoplasmic reticulum stress",0.999629766753054,1,0.0237253805336842,-0.149738205394642,-0.572864112920775,86,"CAV1;UFL1;ATF6;USP13;LRRK2;USP25;UBQLN2;BBC3;HSPA1A"
"GO:1905898","positive regulation of response to endoplasmic reticulum stress",0.833919156414763,1,0.0228708630124662,-0.242693474302025,-0.793605945271481,38,"CAV1;ATF6;USP13;UBQLN2;BBC3;PIK3R1;NCK2"
"GO:1905906","regulation of amyloid fibril formation",0.415877761169241,0.829182304105539,0.024965118718487,0.432026350187517,1.03810318263635,15,"CHRNA7;CRYAB;PFDN6;PFDN5;PSEN1;PFDN4;PFDN1;LDLR;VBP1"
"GO:1905907","negative regulation of amyloid fibril formation",0.734144669180665,0.97423550301904,0.0166700564300213,0.357414278421105,0.796234917043418,11,"CRYAB;PFDN6;PFDN5;PFDN4;PFDN1;LDLR;VBP1"
"GO:1905939","regulation of gonad development",0.761570106273569,0.981793467440867,0.0161364959511297,0.346851784971381,0.772704166865041,11,"NR5A1;GDF9;DMRT1"
"GO:1905952","regulation of lipid localization",0.266760431317393,0.727890910675484,0.0587625026852205,-0.260072757879203,-1.07229711237846,143,"MIR613;THBS1;DAB2;ITGB3;CAV1;EDN1;IL6;ABCA8;ABCA13;CD36;ACACB;C1QTNF1;ABCA12;P2RX7;EPRS1;NKX3-1;MIR10B;DENND5B;CETP;IKBKE;EHD1;SCARB1;SAR1B;C3;CRY1;ABCA2;MIR33B;HILPDA;TSPO;SEC24A;MIR27B;LDLRAP1;MIF;MAP2K6;IL1A;NFKBIA;LRP1;GHRL;P2RX4;RXRA;OSBPL6"
"GO:1905953","negative regulation of lipid localization",0.191100274306614,0.662163583926001,0.0558040307839881,-0.34721701102212,-1.17505308071675,45,"MIR613;THBS1;ITGB3;IL6"
"GO:1905954","positive regulation of lipid localization",0.507617985878855,0.876308763087631,0.0362784722078344,-0.254090726093525,-0.975642257673574,88,"DAB2;CAV1;EDN1;ABCA8;ABCA13;CD36;ACACB;C1QTNF1;ABCA12;P2RX7;NKX3-1;MIR10B;DENND5B;CETP;IKBKE;EHD1;SCARB1;C3;HILPDA;LDLRAP1;MIF;MAP2K6;IL1A;NFKBIA;LRP1;GHRL;P2RX4;RXRA"
"GO:1905962","glutamatergic neuron differentiation",0.178347148957548,0.646342459187343,0.0522057901504851,-0.481112436231537,-1.25740209746491,15,"VSX1;NDP;RHO;ZHX2"
"GO:1990000","amyloid fibril formation",0.653612629022465,0.947730200732003,0.0165920003310768,0.298490623757545,0.877666837867582,38,"CHRNA7;CAMP;B2M;MAPT;FURIN;CRYAB;NAT8;PFDN6;PFDN5;PSEN1;PFDN4;PFDN1;LDLR;VBP1"
"GO:1990089","response to nerve growth factor",0.504148148148148,0.87629678116081,0.0200895758797669,0.319089122172824,0.973654264029318,47,"STMN2;TMEM108;NTRK1;NGF;MAPT;TRPV1;HES1;NTF4;CORO1A"
"GO:1990090","cellular response to nerve growth factor stimulus",0.50607767565965,0.876308763087631,0.0200404540847323,0.320150893093367,0.974032343439336,46,"STMN2;TMEM108;NTRK1;NGF;MAPT;TRPV1;HES1;NTF4;CORO1A"
"GO:1990138","neuron projection extension",0.322788001008319,0.769437089245058,0.024591654914383,0.293898935236526,1.06904071844549,159,"CXCL12;ST8SIA2;SYT17;TMEM108;CACNG7;DRAXIN;OSTN;CDH1;PLXNA4;TNN;SEMA5A;UNC13A;OLFM1;KIAA0319;TIAM1;DISC1;RASAL1;SEMA6D;EDN2;SEMA5B;SYT2;LHX2;MAPT"
"GO:1990166","protein localization to site of double-strand break",0.464521033958439,0.856066839238233,0.0304578713674509,-0.372703964350113,-0.990323016737595,16,"NBN;SLF2;RHNO1;H2AX;MDC1"
"GO:1990173","protein localization to nucleoplasm",0.995156171705362,1,0.0118845714516517,0.184249628528975,0.434190060621989,14,"MEPCE;LARP7;CCT3;CCT8;TBRG1;CCT4;CCT7;TCP1;DKC1;CCT5;NOP53;WRAP53;CCT2;CCT6A"
"GO:1990182","exosomal secretion",0.99515503875969,1,0.0113875293824704,0.184592951270761,0.469215373552696,19,"SMPD3;SDCBP;ATP13A2;TSG101;RAB7A;RAB27A;COPS5"
"GO:1990253","cellular response to leucine starvation",0.334548991004133,0.782336409983234,0.0361254216920189,-0.445543770329633,-1.09940636991385,12,"SESN3;SAR1B"
"GO:1990266","neutrophil migration",0.192693809258226,0.664139960877026,0.0360343478517525,0.353197794058812,1.1720797553254,79,"CCR7;PECAM1;CXCL13;PREX1;NOD2;CD177;MCU;LBP;VAV3;RAC2;JAML;EDN2;XCL1;MDK;MCOLN2;PRTN3;CD74;THBS4;IL23A;VAV1;C3AR1;NCKAP1L"
"GO:1990403","embryonic brain development",0.268974358974359,0.729325112695247,0.0421540671353264,-0.42527657052923,-1.14724467476642,17,"MKS1;TUBB2B;PRICKLE1;RPL10;TBC1D23;IFT140;CTNNB1;MED12;TRA2B;MEGF8"
"GO:1990504","dense core granule exocytosis",0.289065194894791,0.74571399300423,0.0321575963221479,0.534853684702176,1.16446602854681,10,"UNC13A;STXBP2;BAIAP3;STXBP1;CADPS2"
"GO:1990535","neuron projection maintenance",0.433158896289248,0.839586686171795,0.0305805284090173,-0.431061730050817,-1.01160169620751,10,"KIFBP;PRNP;ATP1A3;ABCD1"
"GO:1990542","mitochondrial transmembrane transport",0.998401917698762,1,0.0249984183125966,-0.160693852219897,-0.63370605945677,103,"ABCB7;SFXN1;CPT1B;ITPR1;TST;MRS2;SLC25A40;CPT1A;SLC25A13;TOMM7;SFXN3;SLC25A37;MCUB;SLC25A36;DNAJC19;TIMM21;SLC25A22;SFXN5;SLC25A12;PAM16;MDH1;SLC25A23;SLC25A5;TIMM44;SLC25A24;MPC1"
"GO:1990573","potassium ion import across plasma membrane",0.0106192043075082,0.198026865874013,0.171214318379654,0.534353419836865,1.59810872173903,42,"KCNJ12;SLC12A3;SLC12A8;ATP12A;KCNK9;ABCC8;ATP4B;ABCC9;KCNE2;SLC12A5;KCNJ5;KCNJ11;KCNJ15;KCNJ4;KCNJ10;KCNH2;ATP4A;KCNJ9;ATP1B1;SLC12A7"
"GO:1990700","nucleolar chromatin organization",0.445290199809705,0.845168298581101,0.0300668078138267,-0.426985930263043,-1.00203674137325,10,"PHF2;SMARCA5;DDX11;SUV39H1;PHF8;BAZ2A;RRP8;SIRT1;SIRT2;BEND3"
"GO:1990748","cellular detoxification",0.306223290598291,0.755790647940521,0.0264533000664842,0.315405235273747,1.08925808921005,104,"NOS3;TPO;BMP7;PRXL2A;HBB;PTGS1;HBZ;CYGB;SLC39A8;DUOX2;AMBP;SRXN1;SLC22A1;PTGES;SLC29A4;ABCG2;PRDX1;PXDNL;GSTO2;CLIC2;GCH1;SELENOW;RAB40B;SELENOT;RDH12;LTC4S"
"GO:1990776","response to angiotensin",0.121506325389821,0.573733563445102,0.0695529583952141,-0.385526103228039,-1.26721649204629,39,"DDR2;CAV1;PRKD1;RELA;FAT1;CDC6;BRIP1;PTGS2"
"GO:1990778","protein localization to cell periphery",0.738919041157847,0.976323866047341,0.0105068317798977,0.232822237236265,0.906419545243272,340,"MISP;NPTX1;SFN;CPLX1;NKD2;TMEM108;ERBB4;CACNG7;NHERF4;RAMP3;CDH1;CAMK2A;VAMP8;CAMK2B;MAL;PALM;GHSR;NETO2;GAS6;AGR2;OLFM1;DCHS1;ZDHHC22;PACSIN1;ANXA13;AFDN;WNK3;RAPSN;PRKCH;TSPAN33;ACTN2;PRPH2;ARL6IP5;STX1B;CRB3;KCNJ11;STX3;PKP3;LGI1;LYPD1;SKAP1;PLS1;CACNA2D2;JUP;SCN3B;MRAP;GOLPH3L;KRT18;P2RY1"
"GO:1990806","ligand-gated ion channel signaling pathway",0.521964612568639,0.880976674046267,0.0200048523645377,0.328307730311773,0.955643574954679,36,"GRIK3;ADRB2;GRIN2B;GRIN1;GRIA2;GRIK5;PLP1;GRIN2D;GRIK4;CDK5R1;PTK2B"
"GO:1990822","basic amino acid transmembrane transport",0.863159619796788,1,0.0136778161923515,0.284076800065636,0.702624470999101,17,"SLC47A1;SLC7A3;SLC25A2;SLC22A2;SLC11A1"
"GO:1990823","response to leukemia inhibitory factor",0.997276688453159,1,0.0087222498661904,0.180092597511411,0.611787267004828,92,"PCOLCE2;DTX1;SYNGR1;B3GNT2;SPRY4;PTP4A3"
"GO:1990830","cellular response to leukemia inhibitory factor",0.993029930299303,1,0.00885135160837569,0.188838364770697,0.639565939307556,90,"PCOLCE2;DTX1;SYNGR1;B3GNT2;SPRY4;PTP4A3"
"GO:1990840","response to lectin",0.261750539777446,0.724151519532809,0.0333610279666885,0.488874776518507,1.17470256430938,15,"CLEC7A;PLCG2;PAK1;PAK3"
